JayID,Sex,AgeKnown,NatalNest,FldgDate,LastObsDate,USFWBand,Difference,ClutchNum
LCL-,F,Y,PINE051,5/14/2005,4/12/2006,1573-97986,333,1
LCL-,F,Y,PINE051,5/14/2005,4/12/2006,1573-97986,333,1
LCP-,M,Y,CHOB052,5/14/2005,8/15/2005,1573-97987,93,1
LCP-,M,Y,CHOB052,5/14/2005,8/15/2005,1573-97987,93,1
FCP-,F,Y,CHOB052,5/14/2005,9/12/2005,1573-97988,121,1
FCP-,F,Y,CHOB052,5/14/2005,9/12/2005,1573-97988,121,1
ACP-,F,Y,CHOB052,5/14/2005,11/14/2005,1573-97989,184,1
ACP-,F,Y,CHOB052,5/14/2005,11/14/2005,1573-97989,184,1
WCH=,M,Y,WLIN051,5/15/2005,4/12/2016,1713-89767,3985,1
WCH=,M,Y,WLIN051,5/15/2005,4/12/2016,1713-89767,3985,1
WCH=,M,Y,WLIN051,5/15/2005,4/12/2016,1713-89767,3985,1
WCH=,M,Y,WLIN051,5/15/2005,4/12/2016,1713-89767,3985,1
WCH=,M,Y,WLIN051,5/15/2005,4/12/2016,1713-89767,3985,1
WCH=,M,Y,WLIN051,5/15/2005,4/12/2016,1713-89767,3985,1
WCH=,M,Y,WLIN051,5/15/2005,4/12/2016,1713-89767,3985,1
RCF-,F,Y,WLIN051,5/15/2005,7/17/2009,1573-97991,1524,1
RCF-,F,Y,WLIN051,5/15/2005,7/17/2009,1573-97991,1524,1
GCn-,M,Y,WLIN051,5/15/2005,5/15/2005,1573-97992,0,1
WCR-,M,Y,TP39053,5/11/2005,4/12/2016,1573-97993,3989,3
WCR-,M,Y,TP39053,5/11/2005,4/12/2016,1573-97993,3989,3
WCR-,M,Y,TP39053,5/11/2005,4/12/2016,1573-97993,3989,3
WCR-,M,Y,TP39053,5/11/2005,4/12/2016,1573-97993,3989,3
LCn-,F,Y,PLAZ053,5/18/2005,5/18/2005,1573-97996,0,2
FCL-,F,Y,PLAZ053,5/18/2005,9/11/2007,1573-97997,846,2
FCL-,F,Y,PLAZ053,5/18/2005,9/11/2007,1573-97997,846,2
ACn-,F,Y,PLAZ053,5/18/2005,5/18/2005,1573-97998,0,2
PCA-,M,Y,REED053,5/21/2005,4/12/2016,1573-97999,3979,2
PCA-,M,Y,REED053,5/21/2005,4/12/2016,1573-97999,3979,2
OCA-,M,Y,REED053,5/21/2005,8/15/2005,1573-98000,86,2
OCA-,M,Y,REED053,5/21/2005,8/15/2005,1573-98000,86,2
WCB-,F,Y,SAND054,5/26/2005,3/18/2010,1603-16604,1757,2
WCB-,F,Y,SAND054,5/26/2005,3/18/2010,1603-16604,1757,2
RCB-,M,Y,SAND054,5/26/2005,7/11/2008,1603-16605,1142,2
RCB-,M,Y,SAND054,5/26/2005,7/11/2008,1603-16605,1142,2
GCB-,F,Y,SAND054,5/26/2005,8/10/2006,1603-16606,441,2
WCn-,F,Y,LARR052,5/29/2005,6/3/2005,1603-16607,5,2
RCW-,M,Y,LARR052,5/29/2005,7/19/2007,1603-16608,781,2
RCW-,M,Y,LARR052,5/29/2005,7/19/2007,1603-16608,781,2
RCW-,M,Y,LARR052,5/29/2005,7/19/2007,1603-16608,781,2
HCG-,M,Y,SWAL051,6/2/2005,10/19/2006,1603-16609,504,1
HCG-,M,Y,SWAL051,6/2/2005,10/19/2006,1603-16609,504,1
BCn-,M,Y,SWAL051,6/2/2005,4/20/2005,1603-16610,-43,1
PCn-,M,Y,SWAL051,6/2/2005,6/3/2005,1603-16611,1,1
OCn-,M,Y,CURY052,5/31/2005,6/1/2005,1603-16612,1,2
LCn-,M,Y,CURY052,5/31/2005,5/31/2005,1603-16613,0,2
WCA-,F,Y,CHOP054,6/13/2005,7/11/2008,1603-16620,1124,3
WCA-,F,Y,CHOP054,6/13/2005,7/11/2008,1603-16620,1124,3
RCn-,M,Y,CHOP054,6/13/2005,6/15/2005,1603-16621,2,3
GCn-,F,Y,CHOP054,6/13/2005,6/15/2005,1603-16622,2,3
HCn-,M,Y,CHOP054,6/13/2005,6/15/2005,1603-16623,2,3
WCG-,M,Y,NSWL052,6/14/2005,12/12/2005,1603-16624,181,2
WCG-,M,Y,NSWL052,6/14/2005,12/12/2005,1603-16624,181,2
RCn-,M,Y,NSWL052,6/14/2005,6/16/2005,1603-16625,2,2
GCn-,M,Y,NSWL052,6/14/2005,6/16/2005,1603-16626,2,2
LCF-,F,Y,LINX052,6/26/2005,9/12/2005,1603-16629,78,2
LCF-,F,Y,LINX052,6/26/2005,9/12/2005,1603-16629,78,2
FCn-,F,Y,LINX052,6/26/2005,7/14/2005,1603-16630,18,2
ACn-,M,Y,LINX052,6/26/2005,6/27/2005,1603-16631,1,2
-RCW,M,Y,HARY061,4/17/2006,1/14/2009,1603-16640,1003,1
-RCW,M,Y,HARY061,4/17/2006,1/14/2009,1603-16640,1003,1
-GCW,F,Y,SLAK061,4/16/2006,2/16/2011,1603-16641,1767,1
-GCW,F,Y,SLAK061,4/16/2006,2/16/2011,1603-16641,1767,1
-GCW,F,Y,SLAK061,4/16/2006,2/16/2011,1603-16641,1767,1
-HCW,F,Y,SLAK061,4/16/2006,8/16/2007,1603-16642,487,1
-HCW,F,Y,SLAK061,4/16/2006,8/16/2007,1603-16642,487,1
-PCW,F,Y,DICE061,4/22/2006,8/16/2007,1603-16644,481,1
-PCW,F,Y,DICE061,4/22/2006,8/16/2007,1603-16644,481,1
-OCW,F,Y,DICE061,4/22/2006,4/15/2008,1603-16645,724,1
-OCW,F,Y,DICE061,4/22/2006,4/15/2008,1603-16645,724,1
-OCW,F,Y,DICE061,4/22/2006,4/15/2008,1603-16645,724,1
-LCn,F,Y,DICE061,4/22/2006,4/22/2006,1603-16646,0,1
-WCR,M,Y,XRDS061,4/22/2006,7/19/2007,1603-16647,453,1
-WCR,M,Y,XRDS061,4/22/2006,7/19/2007,1603-16647,453,1
-RCR,F,Y,XRDS061,4/22/2006,11/14/2012,1603-16648,2398,1
-RCR,F,Y,XRDS061,4/22/2006,11/14/2012,1603-16648,2398,1
-GCn,F,Y,XRDS061,4/22/2006,4/22/2006,1603-16649,0,1
-HCR,M,Y,CRSM061,4/23/2006,8/18/2008,1603-16650,848,1
-HCR,M,Y,CRSM061,4/23/2006,8/18/2008,1603-16650,848,1
-BCR,M,Y,CRSM061,4/23/2006,3/18/2010,1603-16651,1425,1
-BCR,M,Y,CRSM061,4/23/2006,3/18/2010,1603-16651,1425,1
-PCR,F,Y,CRSM061,4/23/2006,4/15/2008,1603-16652,723,1
-PCR,F,Y,CRSM061,4/23/2006,4/15/2008,1603-16652,723,1
-OCR,M,Y,SCUT061,4/22/2006,6/15/2006,1603-16653,54,1
-OCR,M,Y,SCUT061,4/22/2006,6/15/2006,1603-16653,54,1
-LCR,F,Y,SCUT061,4/22/2006,5/16/2007,1603-16654,389,1
-LCR,F,Y,SCUT061,4/22/2006,5/16/2007,1603-16654,389,1
-FCR,F,Y,SCUT061,4/22/2006,9/11/2006,1603-16655,142,1
-FCR,F,Y,SCUT061,4/22/2006,9/11/2006,1603-16655,142,1
-ACR,M,Y,SCUT061,4/22/2006,7/19/2007,1603-16656,453,1
-ACR,M,Y,SCUT061,4/22/2006,7/19/2007,1603-16656,453,1
-FCW,F,Y,BIGL061,4/23/2006,2/13/2008,1603-16657,661,1
-FCW,F,Y,BIGL061,4/23/2006,2/13/2008,1603-16657,661,1
-ACW,F,Y,BIGL061,4/23/2006,8/10/2006,1603-16658,109,1
-ACW,F,Y,BIGL061,4/23/2006,8/10/2006,1603-16658,109,1
-HCG,M,Y,FENC061,4/22/2006,7/18/2006,1603-16660,87,1
-HCG,M,Y,FENC061,4/22/2006,7/18/2006,1603-16660,87,1
-HCG,M,Y,FENC061,4/22/2006,7/18/2006,1603-16660,87,1
-BCG,M,Y,FENC061,4/22/2006,8/10/2006,1603-16661,110,1
-BCG,M,Y,FENC061,4/22/2006,8/10/2006,1603-16661,110,1
-BCG,M,Y,FENC061,4/22/2006,8/10/2006,1603-16661,110,1
-PCG,M,Y,FENC061,4/22/2006,7/18/2006,1603-16662,87,1
-PCG,M,Y,FENC061,4/22/2006,7/18/2006,1603-16662,87,1
-WCG,F,Y,WSIX061,4/25/2006,1/18/2012,1603-16663,2094,1
-WCG,F,Y,WSIX061,4/25/2006,1/18/2012,1603-16663,2094,1
-WCG,F,Y,WSIX061,4/25/2006,1/18/2012,1603-16663,2094,1
-RCG,F,Y,WSIX061,4/25/2006,8/10/2006,1603-16664,107,1
-RCG,F,Y,WSIX061,4/25/2006,8/10/2006,1603-16664,107,1
-GCG,M,Y,WSIX061,4/25/2006,8/10/2006,1603-16665,107,1
-GCG,M,Y,WSIX061,4/25/2006,8/10/2006,1603-16665,107,1
H-LCW,F,Y,SWSE061,4/25/2006,7/13/2006,1603-16667,79,1
H-LCW,F,Y,SWSE061,4/25/2006,7/13/2006,1603-16667,79,1
-WCH,F,Y,COPS061,4/28/2006,10/14/2009,1603-16671,1265,1
-WCH,F,Y,COPS061,4/28/2006,10/14/2009,1603-16671,1265,1
-RCH,M,Y,COPS061,4/28/2006,9/11/2006,1603-16672,136,1
-RCH,M,Y,COPS061,4/28/2006,9/11/2006,1603-16672,136,1
-GCn,M,Y,COPS061,4/28/2006,4/28/2006,1603-16673,0,1
-HCH,M,Y,CHOP061,4/26/2006,9/11/2007,1603-16674,503,1
-HCH,M,Y,CHOP061,4/26/2006,9/11/2007,1603-16674,503,1
-BCH,M,Y,CHOP061,4/26/2006,6/14/2006,1603-16675,49,1
-BCH,M,Y,CHOP061,4/26/2006,6/14/2006,1603-16675,49,1
-PCn,M,Y,CHOP061,4/26/2006,5/19/2006,1603-16676,23,1
-LCH,M,Y,WCUL061,4/25/2006,9/16/2009,1603-16677,1240,1
-LCH,M,Y,WCUL061,4/25/2006,9/16/2009,1603-16677,1240,1
-LCH,M,Y,WCUL061,4/25/2006,9/16/2009,1603-16677,1240,1
-LCH,M,Y,WCUL061,4/25/2006,9/16/2009,1603-16677,1240,1
-FCH,F,Y,WCUL061,4/25/2006,2/18/2010,1603-16678,1395,1
-FCH,F,Y,WCUL061,4/25/2006,2/18/2010,1603-16678,1395,1
-FCH,F,Y,WCUL061,4/25/2006,2/18/2010,1603-16678,1395,1
-ACH,F,Y,WCUL061,4/25/2006,9/11/2006,1603-16679,139,1
-ACH,F,Y,WCUL061,4/25/2006,9/11/2006,1603-16679,139,1
-HCB,F,Y,LARY061,4/26/2006,12/10/2008,1603-16683,959,1
-HCB,F,Y,LARY061,4/26/2006,12/10/2008,1603-16683,959,1
-BCn,M,Y,PLAZ061,4/26/2006,5/4/2006,1603-16684,8,1
-PCB,F,Y,PLAZ061,4/26/2006,6/16/2006,1603-16685,51,1
-PCB,F,Y,PLAZ061,4/26/2006,6/16/2006,1603-16685,51,1
-OCB,F,Y,PLAZ061,4/26/2006,5/13/2009,1603-16686,1113,1
-OCB,F,Y,PLAZ061,4/26/2006,5/13/2009,1603-16686,1113,1
-OCB,F,Y,PLAZ061,4/26/2006,5/13/2009,1603-16686,1113,1
-OCB,F,Y,PLAZ061,4/26/2006,5/13/2009,1603-16686,1113,1
-LCn,F,Y,SFLA061,4/28/2006,4/28/2006,1603-16687,0,1
-FCB,F,Y,SFLA061,4/28/2006,10/16/2007,1603-16688,536,1
-FCB,F,Y,SFLA061,4/28/2006,10/16/2007,1603-16688,536,1
-ACn,F,Y,SFLA061,4/28/2006,5/5/2006,1603-16689,7,1
-GCP,M,Y,LARR061,4/26/2006,8/16/2007,1603-16692,477,1
-GCP,M,Y,LARR061,4/26/2006,8/16/2007,1603-16692,477,1
-HCP,F,Y,LARR061,4/26/2006,9/11/2007,1603-16693,503,1
-HCP,F,Y,LARR061,4/26/2006,9/11/2007,1603-16693,503,1
-HCP,F,Y,LARR061,4/26/2006,9/11/2007,1603-16693,503,1
-BCP,M,Y,LARR061,4/26/2006,7/13/2006,1603-16694,78,1
-BCP,M,Y,LARR061,4/26/2006,7/13/2006,1603-16694,78,1
-PCn,M,Y,NWES061,4/26/2006,4/26/2006,1603-16695,0,1
-OCP,M,Y,NWES061,4/26/2006,7/7/2006,1603-16696,72,1
-OCP,M,Y,NWES061,4/26/2006,7/7/2006,1603-16696,72,1
-WCO,M,Y,MITA062,4/29/2006,9/19/2012,1603-16697,2335,1
-WCO,M,Y,MITA062,4/29/2006,9/19/2012,1603-16697,2335,1
-WCO,M,Y,MITA062,4/29/2006,9/19/2012,1603-16697,2335,1
-WCO,M,Y,MITA062,4/29/2006,9/19/2012,1603-16697,2335,1
-RCO,M,Y,MITA062,4/29/2006,8/16/2007,1603-16698,474,1
-RCO,M,Y,MITA062,4/29/2006,8/16/2007,1603-16698,474,1
-GCO,F,Y,POLA062,4/28/2006,8/10/2006,1603-16699,104,1
-GCO,F,Y,POLA062,4/28/2006,8/10/2006,1603-16699,104,1
-HCO,M,Y,POLA062,4/28/2006,8/10/2006,1603-16700,104,1
-HCO,M,Y,POLA062,4/28/2006,8/10/2006,1603-16700,104,1
-BCO,M,Y,POLA062,4/28/2006,9/11/2006,1603-17201,136,1
-BCO,M,Y,POLA062,4/28/2006,9/11/2006,1603-17201,136,1
-PCO,M,Y,POLA062,4/28/2006,7/11/2008,1603-17202,805,1
-PCO,M,Y,POLA062,4/28/2006,7/11/2008,1603-17202,805,1
-WCL,M,Y,SCOB061,4/30/2006,8/10/2006,1603-17203,102,1
-WCL,M,Y,SCOB061,4/30/2006,8/10/2006,1603-17203,102,1
-RCL,M,Y,SCOB061,4/30/2006,10/15/2008,1603-17204,899,1
-RCL,M,Y,SCOB061,4/30/2006,10/15/2008,1603-17204,899,1
-RCL,M,Y,SCOB061,4/30/2006,10/15/2008,1603-17204,899,1
-GCL,F,Y,SCOB061,4/30/2006,7/13/2006,1603-17205,74,1
-GCL,F,Y,SCOB061,4/30/2006,7/13/2006,1603-17205,74,1
-HCn,M,Y,SCOB061,4/30/2006,5/29/2006,1603-17206,29,1
-BCn,M,Y,TRTL061,4/27/2006,5/16/2006,1603-17207,19,1
-PCL,F,Y,TRTL061,4/27/2006,1/10/2007,1603-17208,258,1
-PCL,F,Y,TRTL061,4/27/2006,1/10/2007,1603-17208,258,1
-OCn,F,Y,PEWE061,5/1/2006,5/2/2006,1603-17213,1,1
-LCL,F,Y,PEWE061,5/1/2006,11/14/2006,1603-17214,197,1
-LCL,F,Y,PEWE061,5/1/2006,11/14/2006,1603-17214,197,1
-FCL,F,Y,PEWE061,5/1/2006,5/16/2007,1603-17215,380,1
-FCL,F,Y,PEWE061,5/1/2006,5/16/2007,1603-17215,380,1
-ACL,M,Y,PEWE061,5/1/2006,8/10/2006,1603-17216,101,1
-ACL,M,Y,PEWE061,5/1/2006,8/10/2006,1603-17216,101,1
-ACL,M,Y,PEWE061,5/1/2006,8/10/2006,1603-17216,101,1
-WCF,M,Y,CACT061,5/1/2006,2/14/2007,1603-17217,289,1
-WCF,M,Y,CACT061,5/1/2006,2/14/2007,1603-17217,289,1
-RCF,F,Y,CACT061,5/1/2006,7/13/2006,1603-17218,73,1
-RCF,F,Y,CACT061,5/1/2006,7/13/2006,1603-17218,73,1
-OCn,M,Y,N18E062,4/30/2006,5/30/2006,1603-17219,30,1
-LCP,F,Y,BUBO061,4/30/2006,12/13/2006,1603-17220,227,1
-LCP,F,Y,BUBO061,4/30/2006,12/13/2006,1603-17220,227,1
-FCP,F,Y,BUBO061,4/30/2006,9/11/2006,1603-17221,134,1
-FCP,F,Y,BUBO061,4/30/2006,9/11/2006,1603-17221,134,1
-ACP,M,Y,BUBO061,4/30/2006,6/16/2010,1603-17222,1508,1
-ACP,M,Y,BUBO061,4/30/2006,6/16/2010,1603-17222,1508,1
-ACP,M,Y,BUBO061,4/30/2006,6/16/2010,1603-17222,1508,1
-GCn,M,Y,NXRD061,5/5/2006,5/7/2006,1603-17223,2,1
-HCn,M,Y,NXRD061,5/5/2006,5/7/2006,1603-17224,2,1
-BCF,F,Y,NXRD061,5/5/2006,7/13/2006,1603-17225,69,1
-BCF,F,Y,NXRD061,5/5/2006,7/13/2006,1603-17225,69,1
-PCn,M,Y,NXRD061,5/5/2006,5/7/2006,1603-17226,2,1
-WCA,F,Y,CURY061,5/3/2006,7/19/2007,1603-17227,442,1
-WCA,F,Y,CURY061,5/3/2006,7/19/2007,1603-17227,442,1
-RCA,M,Y,CURY061,5/3/2006,4/12/2016,1713-49395,3632,1
-RCA,M,Y,CURY061,5/3/2006,4/12/2016,1713-49395,3632,1
-RCA,M,Y,CURY061,5/3/2006,4/12/2016,1713-49395,3632,1
-RCA,M,Y,CURY061,5/3/2006,4/12/2016,1713-49395,3632,1
-RCA,M,Y,CURY061,5/3/2006,4/12/2016,1713-49395,3632,1
-GCA,F,Y,CURY061,5/3/2006,10/16/2007,1603-17229,531,1
-GCA,F,Y,CURY061,5/3/2006,10/16/2007,1603-17229,531,1
-HCA,F,Y,SCRP061,5/4/2006,8/10/2006,1603-17230,98,1
-HCA,F,Y,SCRP061,5/4/2006,8/10/2006,1603-17230,98,1
-BCA,F,Y,SCRP061,5/4/2006,10/16/2007,1603-17231,530,1
-BCA,F,Y,SCRP061,5/4/2006,10/16/2007,1603-17231,530,1
-PCA,F,Y,SCRP061,5/4/2006,10/19/2006,1603-17232,168,1
-PCA,F,Y,SCRP061,5/4/2006,10/19/2006,1603-17232,168,1
-BCW,M,Y,LINX062,5/3/2006,3/13/2008,1603-17233,680,1
-BCW,M,Y,LINX062,5/3/2006,3/13/2008,1603-17233,680,1
-OCF,M,Y,SFLS063,5/7/2006,7/6/2006,1603-17237,60,2
-OCF,M,Y,SFLS063,5/7/2006,7/6/2006,1603-17237,60,2
-LCn,F,Y,SFLS063,5/7/2006,6/28/2006,1603-17238,52,2
-FCF,F,Y,SFLS063,5/7/2006,9/17/2014,1603-17239,3055,2
-FCF,F,Y,SFLS063,5/7/2006,9/17/2014,1603-17239,3055,2
-OCn,M,Y,SR70061,5/6/2006,6/28/2006,1603-17240,53,1
-LCA,M,Y,SR70061,5/6/2006,4/15/2015,1603-17241,3266,1
-LCA,M,Y,SR70061,5/6/2006,4/15/2015,1603-17241,3266,1
-LCA,M,Y,SR70061,5/6/2006,4/15/2015,1603-17241,3266,1
-LCA,M,Y,SR70061,5/6/2006,4/15/2015,1603-17241,3266,1
-FCA,F,Y,SR70061,5/6/2006,8/16/2007,1603-17242,467,1
-FCA,F,Y,SR70061,5/6/2006,8/16/2007,1603-17242,467,1
-ACA,F,Y,SR70061,5/6/2006,1/15/2008,1603-17243,619,1
-ACA,F,Y,SR70061,5/6/2006,1/15/2008,1603-17243,619,1
-HCn,F,Y,LOPZ061,5/7/2006,5/7/2006,1603-17247,0,1
-GCH,F,Y,LOPZ061,5/7/2006,4/13/2011,1603-17248,1802,1
-GCH,F,Y,LOPZ061,5/7/2006,4/13/2011,1603-17248,1802,1
-PCH,F,Y,LOPZ061,5/7/2006,10/16/2007,1603-17249,527,1
-PCH,F,Y,LOPZ061,5/7/2006,10/16/2007,1603-17249,527,1
-OCO,F,Y,SPIN062,5/9/2006,7/13/2006,1603-17250,65,1
-OCO,F,Y,SPIN062,5/9/2006,7/13/2006,1603-17250,65,1
-LCn,F,Y,SPIN062,5/9/2006,7/1/2006,1603-17251,53,1
-FCn,M,Y,SPIN062,5/9/2006,6/14/2006,1603-17252,36,1
-WCn,F,Y,FARS061,5/10/2006,5/10/2006,1603-17253,0,1
-RCn,F,Y,FARS061,5/10/2006,5/10/2006,1603-17254,0,1
-ACF,M,Y,RAUL061,5/8/2006,9/11/2006,1603-17255,126,1
-ACF,M,Y,RAUL061,5/8/2006,9/11/2006,1603-17255,126,1
H-GCR,M,Y,BNCH063,5/11/2006,1/14/2009,1603-17256,979,2
H-GCR,M,Y,BNCH063,5/11/2006,1/14/2009,1603-17256,979,2
H-HCR,M,Y,BNCH063,5/11/2006,9/11/2007,1603-17257,488,2
H-HCR,M,Y,BNCH063,5/11/2006,9/11/2007,1603-17257,488,2
-BCn,F,Y,BNCH063,5/11/2006,5/13/2006,1603-17258,2,2
H-PCR,M,Y,NSWL062,5/11/2006,6/12/2013,1603-17259,2589,2
H-PCR,M,Y,NSWL062,5/11/2006,6/12/2013,1603-17259,2589,2
H-PCR,M,Y,NSWL062,5/11/2006,6/12/2013,1603-17259,2589,2
H-PCR,M,Y,NSWL062,5/11/2006,6/12/2013,1603-17259,2589,2
H-PCR,M,Y,NSWL062,5/11/2006,6/12/2013,1603-17259,2589,2
h-OCR,M,Y,NSWL062,5/11/2006,2/13/2008,1603-17260,643,2
h-OCR,M,Y,NSWL062,5/11/2006,2/13/2008,1603-17260,643,2
H-LCR,M,Y,NSWL062,5/11/2006,10/19/2006,1603-17261,161,2
H-LCR,M,Y,NSWL062,5/11/2006,10/19/2006,1603-17261,161,2
H-LCR,M,Y,NSWL062,5/11/2006,10/19/2006,1603-17261,161,2
-FCn,F,Y,SCAC061,5/11/2006,5/11/2006,1603-17262,0,1
-ACO,M,Y,SCAC061,5/11/2006,8/10/2006,1603-17263,91,1
-ACO,M,Y,SCAC061,5/11/2006,8/10/2006,1603-17263,91,1
-ACn,M,Y,WLIN062,5/10/2006,6/19/2006,1603-17264,40,1
-ACB,F,Y,MATT062,5/10/2006,11/7/2007,1603-17265,546,2
-ACB,F,Y,MATT062,5/10/2006,11/7/2007,1603-17265,546,2
-LCB,F,Y,MATT062,5/10/2006,4/1/2013,1603-17266,2518,2
-LCB,F,Y,MATT062,5/10/2006,4/1/2013,1603-17266,2518,2
-FCn,F,Y,MATT062,5/10/2006,5/11/2006,1603-17267,1,2
-PCP,F,Y,PINE063,5/12/2006,11/14/2006,1603-17269,186,1
-PCP,F,Y,PINE063,5/12/2006,11/14/2006,1603-17269,186,1
H-WCG,M,Y,NPOL062,5/14/2006,8/10/2006,1603-17270,88,2
H-WCG,M,Y,NPOL062,5/14/2006,8/10/2006,1603-17270,88,2
H-RCG,F,Y,NPOL062,5/14/2006,4/13/2011,1603-17271,1795,2
H-RCG,F,Y,NPOL062,5/14/2006,4/13/2011,1603-17271,1795,2
H-GCG,F,Y,NPOL062,5/14/2006,1/15/2008,1603-17272,611,2
H-GCG,F,Y,NPOL062,5/14/2006,1/15/2008,1603-17272,611,2
H-HCG,F,Y,NPOL062,5/14/2006,8/10/2006,1603-17273,88,2
H-HCG,F,Y,NPOL062,5/14/2006,8/10/2006,1603-17273,88,2
-WCP,F,Y,SHIC063,5/15/2006,8/10/2006,1603-17274,87,2
-WCP,F,Y,SHIC063,5/15/2006,8/10/2006,1603-17274,87,2
-RCP,M,Y,SHIC063,5/15/2006,3/13/2007,1603-17275,302,2
-RCP,M,Y,SHIC063,5/15/2006,3/13/2007,1603-17275,302,2
-GCn,F,Y,SHIC063,5/15/2006,5/15/2006,1603-17276,0,2
H-LCH,F,Y,SAND063,5/15/2006,10/15/2008,1603-17277,884,2
H-LCH,F,Y,SAND063,5/15/2006,10/15/2008,1603-17277,884,2
H-FCH,F,Y,SAND063,5/15/2006,5/14/2008,1603-17278,730,2
H-FCH,F,Y,SAND063,5/15/2006,5/14/2008,1603-17278,730,2
H-ACH,F,Y,SAND063,5/15/2006,8/16/2007,1603-17279,458,2
H-ACH,F,Y,SAND063,5/15/2006,8/16/2007,1603-17279,458,2
H-OCH,M,Y,SFLC062,5/17/2006,11/14/2006,1603-17286,181,2
H-OCH,M,Y,SFLC062,5/17/2006,11/14/2006,1603-17286,181,2
-WCn,M,Y,SCOP062,5/20/2006,5/20/2006,1603-17287,0,2
-HCF,M,Y,SCOP062,5/20/2006,7/19/2007,1603-17288,425,2
-HCF,M,Y,SCOP062,5/20/2006,7/19/2007,1603-17288,425,2
-GCF,M,Y,SCOP062,5/20/2006,6/13/2007,1603-17289,389,2
-GCF,M,Y,SCOP062,5/20/2006,6/13/2007,1603-17289,389,2
-OCn,F,Y,ANGL062,5/20/2006,6/14/2006,1603-17290,25,2
-LCn,F,Y,ANGL062,5/20/2006,7/4/2006,1603-17291,45,2
-FCO,M,Y,ANGL062,5/20/2006,6/16/2008,1603-17292,758,2
-FCO,M,Y,ANGL062,5/20/2006,6/16/2008,1603-17292,758,2
-ACn,F,Y,ANGL062,5/20/2006,5/21/2006,1603-17293,1,2
-HCn,F,Y,MCBY062,5/23/2006,6/1/2006,1603-17299,9,2
-BCn,F,Y,MCBY062,5/23/2006,6/1/2006,1603-17300,9,2
-PCn,F,Y,MCBY062,5/23/2006,5/25/2006,1603-17401,2,2
H-WCP,F,Y,NMBY062,5/25/2006,2/15/2012,1603-17402,2092,2
H-WCP,F,Y,NMBY062,5/25/2006,2/15/2012,1603-17402,2092,2
H-RCP,M,Y,NMBY062,5/25/2006,8/10/2006,1603-17403,77,2
H-RCP,M,Y,NMBY062,5/25/2006,8/10/2006,1603-17403,77,2
-GCn,M,Y,NMBY062,5/25/2006,5/25/2006,1603-17404,0,2
-HCL,F,Y,SFRR062,5/24/2006,9/16/2015,1603-17405,3402,2
-HCL,F,Y,SFRR062,5/24/2006,9/16/2015,1603-17405,3402,2
-HCL,F,Y,SFRR062,5/24/2006,9/16/2015,1603-17405,3402,2
-HCL,F,Y,SFRR062,5/24/2006,9/16/2015,1603-17405,3402,2
-BCL,F,Y,SFRR062,5/24/2006,6/13/2007,1603-17406,385,2
-BCL,F,Y,SFRR062,5/24/2006,6/13/2007,1603-17406,385,2
H-PCP,F,Y,N7RD062,5/26/2006,12/14/2011,1603-17407,2028,2
H-PCP,F,Y,N7RD062,5/26/2006,12/14/2011,1603-17407,2028,2
H-PCP,F,Y,N7RD062,5/26/2006,12/14/2011,1603-17407,2028,2
H-OCP,F,Y,N7RD062,5/26/2006,7/19/2007,1603-17408,419,2
H-OCP,F,Y,N7RD062,5/26/2006,7/19/2007,1603-17408,419,2
H-LCP,M,Y,N7RD062,5/26/2006,10/19/2006,1603-17409,146,2
H-LCP,M,Y,N7RD062,5/26/2006,10/19/2006,1603-17409,146,2
H-FCP,F,Y,N7RD062,5/26/2006,5/13/2013,1603-17410,2544,2
H-FCP,F,Y,N7RD062,5/26/2006,5/13/2013,1603-17410,2544,2
-WCn,M,Y,MERL063,5/27/2006,6/15/2006,1603-17411,19,2
-RCn,F,Y,MERL063,5/27/2006,6/15/2006,1603-17412,19,2
H-GCB,M,Y,CATE061,5/28/2006,6/11/2014,1603-17413,2936,1
H-GCB,M,Y,CATE061,5/28/2006,6/11/2014,1603-17413,2936,1
H-GCB,M,Y,CATE061,5/28/2006,6/11/2014,1603-17413,2936,1
H-GCB,M,Y,CATE061,5/28/2006,6/11/2014,1603-17413,2936,1
-HCn,M,Y,CATE061,5/28/2006,6/14/2006,1603-17414,17,1
H-BCB,F,Y,CATE061,5/28/2006,9/18/2013,1603-17415,2670,1
H-BCB,F,Y,CATE061,5/28/2006,9/18/2013,1603-17415,2670,1
H-BCB,F,Y,CATE061,5/28/2006,9/18/2013,1603-17415,2670,1
-OCn,F,Y,TP39064,5/30/2006,7/1/2006,1603-17416,32,3
-PCF,F,Y,TP39064,5/30/2006,7/13/2006,1603-17417,44,3
-PCF,F,Y,TP39064,5/30/2006,7/13/2006,1603-17417,44,3
-LCn,F,Y,BECK062,6/3/2006,6/14/2006,1603-17418,11,2
H-FCG,M,Y,BECK062,6/3/2006,7/13/2006,1603-17419,40,2
H-FCG,M,Y,BECK062,6/3/2006,7/13/2006,1603-17419,40,2
H-ACG,M,Y,BECK062,6/3/2006,7/19/2007,1603-17420,411,2
H-ACG,M,Y,BECK062,6/3/2006,7/19/2007,1603-17420,411,2
H-WCO,M,Y,EBAY064,6/7/2006,3/13/2007,1603-17421,279,3
H-WCO,M,Y,EBAY064,6/7/2006,3/13/2007,1603-17421,279,3
