TERRYR,year_,InABS,TSF_months,TSF_years,CellCount,DateOfLastFire
PLAZ95,1995,TRUE,127,11,4202,9/26/1984
PLAZ95,1995,TRUE,215,18,34,5/26/1977
PLAZ95,1995,TRUE,215,18,1090,5/27/1977
PLAZ95,1995,TRUE,1143,95,957,1/2/1900
POLA95,1995,TRUE,8,1,2301,8/4/1994
POLA95,1995,TRUE,71,6,2336,5/22/1989
POLA95,1995,TRUE,92,8,1371,8/10/1987
POLA95,1995,TRUE,116,10,1,8/7/1985
POLA95,1995,TRUE,1143,95,453,1/2/1900
POWL95,1995,TRUE,28,3,1443,12/7/1992
POWL95,1995,TRUE,48,4,819,4/9/1991
POWL95,1995,TRUE,53,5,1042,11/6/1990
POWL95,1995,TRUE,54,5,42,10/29/1990
POWL95,1995,TRUE,61,5,1089,3/28/1990
POWL95,1995,TRUE,1143,95,878,1/2/1900
RUSS95,1995,TRUE,10,1,1789,6/21/1994
RUSS95,1995,TRUE,71,6,3894,5/22/1989
RUSS95,1995,TRUE,92,8,12,8/10/1987
RUSS95,1995,TRUE,177,15,235,7/7/1980
RUSS95,1995,TRUE,1143,95,606,1/2/1900
S18E95,1995,TRUE,61,5,397,3/26/1990
S18E95,1995,TRUE,61,5,3285,3/28/1990
S18E95,1995,TRUE,1143,95,620,1/2/1900
SCOB95,1995,TRUE,8,1,289,8/1/1994
SCOB95,1995,TRUE,123,10,686,1/16/1985
SCOB95,1995,TRUE,127,11,2097,9/26/1984
SCOB95,1995,TRUE,183,15,874,1/25/1980
SCOB95,1995,TRUE,219,18,458,1/21/1977
SCOB95,1995,TRUE,1143,95,1657,1/2/1900
SCOP95,1995,TRUE,8,1,1293,8/1/1994
SCOP95,1995,TRUE,57,5,35,7/25/1990
SCOP95,1995,TRUE,61,5,5435,3/26/1990
SCOP95,1995,TRUE,123,10,79,1/16/1985
SCOP95,1995,TRUE,183,15,1234,1/25/1980
SCOP95,1995,TRUE,215,18,444,5/27/1977
SCOP95,1995,TRUE,219,18,25,1/21/1977
SCOP95,1995,TRUE,257,22,292,11/7/1973
SCOP95,1995,TRUE,1143,95,1120,1/2/1900
SCRP95,1995,FALSE,1143,95,3605,1/2/1900
SFLA95,1995,TRUE,14,1,1074,2/10/1994
SFLA95,1995,TRUE,23,2,265,5/25/1993
SFLA95,1995,TRUE,28,3,450,12/9/1992
SFLA95,1995,TRUE,35,3,1255,5/19/1992
SFLA95,1995,TRUE,35,3,4597,5/20/1992
SFLA95,1995,TRUE,45,4,646,7/17/1991
SFLA95,1995,TRUE,54,5,179,10/30/1990
SFLA95,1995,TRUE,113,10,88,11/15/1985
SFLA95,1995,TRUE,114,10,691,10/18/1985
SFLA95,1995,TRUE,1143,95,3522,1/2/1900
SHIC95,1995,TRUE,61,5,1557,3/26/1990
SHIC95,1995,TRUE,123,10,23,1/16/1985
SHIC95,1995,TRUE,219,18,73,1/21/1977
SHIC95,1995,TRUE,1143,95,138,1/2/1900
SIBR95,1995,FALSE,10,1,91,6/27/1994
SIBR95,1995,FALSE,95,8,71,5/1/1987
SIBR95,1995,FALSE,123,10,1213,1/16/1985
SIBR95,1995,FALSE,219,18,22,1/21/1977
SIBR95,1995,FALSE,1143,95,1607,1/2/1900
SIXS95,1995,TRUE,8,1,845,8/4/1994
SIXS95,1995,TRUE,71,6,972,5/22/1989
SIXS95,1995,TRUE,92,8,297,8/10/1987
SIXS95,1995,TRUE,131,11,304,5/15/1984
SIXS95,1995,TRUE,1143,95,150,1/2/1900
SLUM95,1995,TRUE,9,1,846,7/6/1994
SLUM95,1995,TRUE,123,10,309,1/16/1985
SLUM95,1995,TRUE,1143,95,83,1/2/1900
SORA95,1995,TRUE,61,5,2307,3/26/1990
SORA95,1995,TRUE,61,5,3205,3/28/1990
SORA95,1995,TRUE,102,9,1,10/1/1986
SORA95,1995,TRUE,117,10,377,7/11/1985
SORA95,1995,TRUE,118,10,88,6/11/1985
SORA95,1995,TRUE,183,15,30,1/25/1980
SORA95,1995,TRUE,215,18,2834,5/27/1977
SORA95,1995,TRUE,242,20,32,2/13/1975
SORA95,1995,TRUE,257,22,562,11/7/1973
SORA95,1995,TRUE,339,28,89,1/2/1967
SORA95,1995,TRUE,1143,95,2129,1/2/1900
SWAL95,1995,FALSE,9,1,2466,7/6/1994
SWAL95,1995,FALSE,10,1,58,6/27/1994
SWAL95,1995,FALSE,123,10,1083,1/16/1985
SWAL95,1995,FALSE,1143,95,802,1/2/1900
TOMB95,1995,TRUE,10,1,233,6/21/1994
TOMB95,1995,TRUE,71,6,3107,5/22/1989
TOMB95,1995,TRUE,1143,95,257,1/2/1900
TP3995,1995,TRUE,61,5,2477,3/28/1990
TP3995,1995,TRUE,1143,95,175,1/2/1900
WAHO95,1995,TRUE,8,1,951,8/1/1994
WAHO95,1995,TRUE,9,1,372,7/6/1994
WAHO95,1995,TRUE,9,1,35,7/7/1994
WAHO95,1995,TRUE,61,5,8084,3/26/1990
WAHO95,1995,TRUE,123,10,399,1/16/1985
WAHO95,1995,TRUE,219,18,10,1/21/1977
WAHO95,1995,TRUE,1143,95,290,1/2/1900
WCPR95,1995,TRUE,127,11,6129,9/26/1984
WCPR95,1995,TRUE,183,15,2236,1/25/1980
WCPR95,1995,TRUE,215,18,484,5/27/1977
WCPR95,1995,TRUE,257,22,142,11/7/1973
WCPR95,1995,TRUE,1143,95,1138,1/2/1900
WWSX95,1995,FALSE,71,6,4336,5/22/1989
WWSX95,1995,FALSE,127,11,64,9/26/1984
WWSX95,1995,FALSE,177,15,1697,7/7/1980
WWSX95,1995,FALSE,1143,95,2098,1/2/1900
XRDS95,1995,TRUE,127,11,5320,9/26/1984
XRDS95,1995,TRUE,215,18,1380,5/27/1977
XRDS95,1995,TRUE,339,28,5,1/2/1967
XRDS95,1995,TRUE,1143,95,766,1/2/1900
ANNI96,1996,TRUE,20,2,1080,8/4/1994
ANNI96,1996,TRUE,45,4,286,7/10/1992
ANNI96,1996,TRUE,83,7,4683,5/22/1989
ANNI96,1996,TRUE,139,12,446,9/26/1984
ANNI96,1996,TRUE,143,12,1153,5/15/1984
ANNI96,1996,TRUE,1155,96,212,1/2/1900
BALD96,1996,FALSE,1155,96,3322,1/2/1900
BEND96,1996,TRUE,83,7,22,5/22/1989
BEND96,1996,TRUE,139,12,5897,9/26/1984
BEND96,1996,TRUE,227,19,149,5/27/1977
BEND96,1996,TRUE,227,19,34,5/26/1977
BEND96,1996,TRUE,1155,96,495,1/2/1900
BIGL96,1996,TRUE,139,12,5137,9/26/1984
BIGL96,1996,TRUE,227,19,1967,5/27/1977
BIGL96,1996,TRUE,269,23,114,11/7/1973
BIGL96,1996,TRUE,351,29,139,1/2/1967
BIGL96,1996,TRUE,1155,96,231,1/2/1900
BNCH96,1996,TRUE,22,2,1426,6/21/1994
BNCH96,1996,TRUE,83,7,2789,5/22/1989
BNCH96,1996,TRUE,1155,96,3043,1/2/1900
CACT96,1996,FALSE,1155,96,5191,1/2/1900
CHOP96,1996,FALSE,1155,96,5711,1/2/1900
CRAN96,1996,FALSE,1155,96,1251,1/2/1900
CRNR96,1996,FALSE,1155,96,1339,1/2/1900
CTRW96,1996,TRUE,47,4,467,5/19/1992
CTRW96,1996,TRUE,47,4,460,5/20/1992
CTRW96,1996,TRUE,57,5,1313,7/17/1991
CTRW96,1996,TRUE,143,12,21,5/15/1984
CTRW96,1996,TRUE,1155,96,450,1/2/1900
CURY96,1996,TRUE,15,1,190,1/10/1995
CURY96,1996,TRUE,20,2,3159,8/4/1994
CURY96,1996,TRUE,143,12,27,5/15/1984
CURY96,1996,TRUE,1155,96,979,1/2/1900
DEER96,1996,TRUE,139,12,4160,9/26/1984
DEER96,1996,TRUE,269,23,71,11/7/1973
DEER96,1996,TRUE,1155,96,131,1/2/1900
EBAY96,1996,TRUE,118,10,5,6/1/1986
EBAY96,1996,TRUE,139,12,3153,9/26/1984
EBAY96,1996,TRUE,227,19,367,5/27/1977
EBAY96,1996,TRUE,351,29,9,1/2/1967
EBAY96,1996,TRUE,1155,96,50,1/2/1900
ECUL96,1996,TRUE,139,12,831,9/26/1984
ECUL96,1996,TRUE,227,19,105,5/27/1977
ECUL96,1996,TRUE,1155,96,350,1/2/1900
ELIN96,1996,TRUE,139,12,9337,9/26/1984
ELIN96,1996,TRUE,227,19,688,5/27/1977
ELIN96,1996,TRUE,269,23,46,11/7/1973
ELIN96,1996,TRUE,351,29,254,1/2/1967
ELIN96,1996,TRUE,1155,96,175,1/2/1900
EQUS96,1996,FALSE,135,11,268,1/16/1985
EQUS96,1996,FALSE,139,12,2058,9/26/1984
EQUS96,1996,FALSE,231,19,29,1/21/1977
EQUS96,1996,FALSE,1155,96,3687,1/2/1900
FARS96,1996,TRUE,10,1,312,6/15/1995
FARS96,1996,TRUE,73,6,2723,3/28/1990
FARS96,1996,TRUE,1155,96,1008,1/2/1900
FENC96,1996,FALSE,139,12,1562,9/26/1984
FENC96,1996,FALSE,269,23,25,11/7/1973
FENC96,1996,FALSE,1155,96,2233,1/2/1900
HARY96,1996,TRUE,83,7,914,5/22/1989
HARY96,1996,TRUE,1155,96,464,1/2/1900
HICE96,1996,TRUE,10,1,209,6/15/1995
HICE96,1996,TRUE,73,6,1354,3/28/1990
HICE96,1996,TRUE,180,15,23,4/25/1981
HICE96,1996,TRUE,1155,96,761,1/2/1900
JERE96,1996,FALSE,20,2,277,8/1/1994
JERE96,1996,FALSE,22,2,480,6/27/1994
JERE96,1996,FALSE,66,6,13,10/28/1990
JERE96,1996,FALSE,107,9,16,5/1/1987
JERE96,1996,FALSE,135,11,2331,1/16/1985
JERE96,1996,FALSE,231,19,169,1/21/1977
JERE96,1996,FALSE,1155,96,1477,1/2/1900
KETH96,1996,FALSE,1155,96,3465,1/2/1900
LINX96,1996,FALSE,1155,96,4616,1/2/1900
LOCK96,1996,TRUE,15,1,195,1/10/1995
LOCK96,1996,TRUE,20,2,692,8/4/1994
LOCK96,1996,TRUE,45,4,862,7/10/1992
LOCK96,1996,TRUE,47,4,68,5/19/1992
LOCK96,1996,TRUE,47,4,56,5/20/1992
LOCK96,1996,TRUE,57,5,2472,7/17/1991
LOCK96,1996,TRUE,66,6,436,10/29/1990
LOCK96,1996,TRUE,104,9,10,8/10/1987
LOCK96,1996,TRUE,143,12,203,5/15/1984
LOCK96,1996,TRUE,217,18,33,3/23/1978
LOCK96,1996,TRUE,1155,96,1479,1/2/1900
LOPZ96,1996,TRUE,22,2,384,6/21/1994
LOPZ96,1996,TRUE,83,7,29,5/22/1989
LOPZ96,1996,TRUE,104,9,1186,8/10/1987
LOPZ96,1996,TRUE,1155,96,2937,1/2/1900
MARY96,1996,TRUE,1155,96,3751,1/2/1900
MCBY96,1996,FALSE,1155,96,8701,1/2/1900
MERL96,1996,FALSE,83,7,1896,5/22/1989
MERL96,1996,FALSE,189,16,1260,7/7/1980
MERL96,1996,FALSE,1155,96,756,1/2/1900
MITA96,1996,FALSE,139,12,46,9/26/1984
MITA96,1996,FALSE,1155,96,4297,1/2/1900
MRGO96,1996,FALSE,83,7,1648,5/22/1989
MRGO96,1996,FALSE,1155,96,419,1/2/1900
MUME96,1996,TRUE,10,1,378,6/15/1995
MUME96,1996,TRUE,20,2,615,8/1/1994
MUME96,1996,TRUE,21,2,1589,7/6/1994
MUME96,1996,TRUE,22,2,118,6/27/1994
MUME96,1996,TRUE,66,6,1,10/28/1990
MUME96,1996,TRUE,135,11,2413,1/16/1985
MUME96,1996,TRUE,231,19,93,1/21/1977
MUME96,1996,TRUE,1155,96,873,1/2/1900
N18E96,1996,TRUE,40,4,679,12/7/1992
N18E96,1996,TRUE,73,6,1976,3/28/1990
N18E96,1996,TRUE,227,19,184,5/27/1977
N18E96,1996,TRUE,254,21,32,2/13/1975
N18E96,1996,TRUE,269,23,18,11/7/1973
N18E96,1996,TRUE,1155,96,1355,1/2/1900
N7RD96,1996,TRUE,20,2,80,8/4/1994
N7RD96,1996,TRUE,83,7,7084,5/22/1989
N7RD96,1996,TRUE,139,12,314,9/26/1984
N7RD96,1996,TRUE,1155,96,98,1/2/1900
NBAL96,1996,FALSE,1155,96,1584,1/2/1900
NMIT96,1996,FALSE,1155,96,2985,1/2/1900
NNWX96,1996,FALSE,83,7,2021,5/22/1989
NNWX96,1996,FALSE,104,9,371,8/10/1987
NNWX96,1996,FALSE,189,16,777,7/7/1980
NNWX96,1996,FALSE,1155,96,977,1/2/1900
NO1996,1996,TRUE,10,1,4167,6/15/1995
NO1996,1996,TRUE,20,2,218,8/1/1994
NO1996,1996,TRUE,73,6,274,3/26/1990
NO1996,1996,TRUE,135,11,91,1/16/1985
NO1996,1996,TRUE,231,19,1,1/21/1977
NO1996,1996,TRUE,1155,96,115,1/2/1900
NPOL96,1996,TRUE,20,2,1889,8/4/1994
NPOL96,1996,TRUE,104,9,4,8/10/1987
NPOL96,1996,TRUE,143,12,8,5/15/1984
NPOL96,1996,TRUE,1155,96,548,1/2/1900
NRID96,1996,TRUE,20,2,89,8/4/1994
NRID96,1996,TRUE,83,7,3113,5/22/1989
NRID96,1996,TRUE,139,12,4306,9/26/1984
NRID96,1996,TRUE,189,16,20,7/7/1980
NRID96,1996,TRUE,1155,96,491,1/2/1900
NWES96,1996,TRUE,83,7,1502,5/22/1989
NWES96,1996,TRUE,139,12,4973,9/26/1984
NWES96,1996,TRUE,189,16,22,7/7/1980
NWES96,1996,TRUE,227,19,60,5/27/1977
NWES96,1996,TRUE,1155,96,376,1/2/1900
PAST96,1996,FALSE,139,12,1780,9/26/1984
PAST96,1996,FALSE,195,16,21,1/25/1980
PAST96,1996,FALSE,1155,96,2607,1/2/1900
PINE96,1996,FALSE,1155,96,1745,1/2/1900
PLAZ96,1996,TRUE,139,12,2733,9/26/1984
PLAZ96,1996,TRUE,227,19,550,5/27/1977
PLAZ96,1996,TRUE,1155,96,394,1/2/1900
POLA96,1996,TRUE,20,2,2542,8/4/1994
POLA96,1996,TRUE,83,7,3837,5/22/1989
POLA96,1996,TRUE,104,9,2060,8/10/1987
POLA96,1996,TRUE,128,11,1,8/7/1985
POLA96,1996,TRUE,1155,96,351,1/2/1900
POWL96,1996,TRUE,35,3,110,5/25/1993
POWL96,1996,TRUE,40,4,749,12/7/1992
POWL96,1996,TRUE,50,4,325,2/10/1992
POWL96,1996,TRUE,54,5,1099,10/28/1991
POWL96,1996,TRUE,58,5,76,6/4/1991
POWL96,1996,TRUE,60,5,1500,4/9/1991
POWL96,1996,TRUE,65,6,1532,11/6/1990
POWL96,1996,TRUE,66,6,701,10/29/1990
POWL96,1996,TRUE,73,6,60,3/28/1990
POWL96,1996,TRUE,1155,96,1118,1/2/1900
PRAN96,1996,TRUE,139,12,1090,9/26/1984
PUMP96,1996,TRUE,35,3,1811,5/25/1993
PUMP96,1996,TRUE,1155,96,482,1/2/1900
RUSS96,1996,FALSE,22,2,2460,6/21/1994
RUSS96,1996,FALSE,83,7,4548,5/22/1989
RUSS96,1996,FALSE,189,16,258,7/7/1980
RUSS96,1996,FALSE,1155,96,701,1/2/1900
S18E96,1996,TRUE,73,6,2971,3/28/1990
S18E96,1996,TRUE,1155,96,177,1/2/1900
SCOB96,1996,TRUE,20,2,118,8/1/1994
SCOB96,1996,TRUE,135,11,633,1/16/1985
SCOB96,1996,TRUE,139,12,1418,9/26/1984
SCOB96,1996,TRUE,195,16,1686,1/25/1980
SCOB96,1996,TRUE,231,19,309,1/21/1977
SCOB96,1996,TRUE,1155,96,1331,1/2/1900
SCOP96,1996,TRUE,10,1,2113,6/15/1995
SCOP96,1996,TRUE,20,2,1339,8/1/1994
SCOP96,1996,TRUE,69,6,35,7/25/1990
SCOP96,1996,TRUE,73,6,18,3/26/1990
SCOP96,1996,TRUE,135,11,65,1/16/1985
SCOP96,1996,TRUE,139,12,4,9/26/1984
SCOP96,1996,TRUE,195,16,1855,1/25/1980
SCOP96,1996,TRUE,227,19,1920,5/27/1977
SCOP96,1996,TRUE,231,19,24,1/21/1977
SCOP96,1996,TRUE,269,23,433,11/7/1973
SCOP96,1996,TRUE,1155,96,1280,1/2/1900
SCRP96,1996,FALSE,1155,96,3290,1/2/1900
SFLA96,1996,TRUE,47,4,3340,5/20/1992
SFLA96,1996,TRUE,66,6,150,10/30/1990
SFLA96,1996,TRUE,82,7,33,6/14/1989
SFLA96,1996,TRUE,122,10,4,2/3/1986
SFLA96,1996,TRUE,125,11,663,11/15/1985
SFLA96,1996,TRUE,126,11,663,10/18/1985
SFLA96,1996,TRUE,1155,96,620,1/2/1900
SFLS96,1996,TRUE,26,2,198,2/10/1994
SFLS96,1996,TRUE,35,3,346,5/25/1993
SFLS96,1996,TRUE,40,4,831,12/9/1992
SFLS96,1996,TRUE,47,4,991,5/20/1992
SFLS96,1996,TRUE,47,4,230,5/19/1992
SFLS96,1996,TRUE,1155,96,557,1/2/1900
SHIC96,1996,TRUE,10,1,1092,6/15/1995
SHIC96,1996,TRUE,73,6,40,3/26/1990
SHIC96,1996,TRUE,73,6,726,3/28/1990
SHIC96,1996,TRUE,180,15,63,4/25/1981
SHIC96,1996,TRUE,231,19,30,1/21/1977
SHIC96,1996,TRUE,1155,96,490,1/2/1900
SIBR96,1996,FALSE,107,9,55,5/1/1987
SIBR96,1996,FALSE,135,11,212,1/16/1985
SIBR96,1996,FALSE,1155,96,931,1/2/1900
SIXS96,1996,TRUE,20,2,1435,8/4/1994
SIXS96,1996,TRUE,45,4,51,7/10/1992
SIXS96,1996,TRUE,83,7,709,5/22/1989
SIXS96,1996,TRUE,104,9,284,8/10/1987
SIXS96,1996,TRUE,143,12,577,5/15/1984
SIXS96,1996,TRUE,1155,96,154,1/2/1900
SLUM96,1996,TRUE,10,1,939,6/15/1995
SLUM96,1996,TRUE,21,2,1100,7/6/1994
SLUM96,1996,TRUE,73,6,8,3/26/1990
SLUM96,1996,TRUE,135,11,1077,1/16/1985
SLUM96,1996,TRUE,1155,96,208,1/2/1900
SORA96,1996,TRUE,10,1,686,6/15/1995
SORA96,1996,TRUE,73,6,1,3/26/1990
SORA96,1996,TRUE,73,6,3435,3/28/1990
SORA96,1996,TRUE,114,10,1,10/1/1986
SORA96,1996,TRUE,129,11,23,7/11/1985
SORA96,1996,TRUE,130,11,88,6/11/1985
SORA96,1996,TRUE,227,19,1750,5/27/1977
SORA96,1996,TRUE,269,23,417,11/7/1973
SORA96,1996,TRUE,1155,96,1384,1/2/1900
SWAL96,1996,FALSE,21,2,2176,7/6/1994
SWAL96,1996,FALSE,22,2,147,6/27/1994
SWAL96,1996,FALSE,135,11,896,1/16/1985
SWAL96,1996,FALSE,1155,96,660,1/2/1900
SWSE96,1996,TRUE,35,3,3460,5/25/1993
SWSE96,1996,TRUE,1155,96,472,1/2/1900
TOAK96,1996,TRUE,35,3,3516,5/25/1993
TOAK96,1996,TRUE,1155,96,171,1/2/1900
TOMB96,1996,TRUE,22,2,152,6/21/1994
TOMB96,1996,TRUE,83,7,2955,5/22/1989
TOMB96,1996,TRUE,1155,96,141,1/2/1900
TP3996,1996,TRUE,73,6,3162,3/28/1990
TP3996,1996,TRUE,1155,96,229,1/2/1900
WCPR96,1996,TRUE,139,12,4484,9/26/1984
WCPR96,1996,TRUE,195,16,803,1/25/1980
WCPR96,1996,TRUE,227,19,346,5/27/1977
WCPR96,1996,TRUE,269,23,116,11/7/1973
WCPR96,1996,TRUE,1155,96,872,1/2/1900
WCUL96,1996,FALSE,139,12,3850,9/26/1984
WCUL96,1996,FALSE,227,19,203,5/27/1977
WCUL96,1996,FALSE,1155,96,1117,1/2/1900
WWSX96,1996,FALSE,83,7,3727,5/22/1989
WWSX96,1996,FALSE,139,12,55,9/26/1984
WWSX96,1996,FALSE,189,16,1289,7/7/1980
WWSX96,1996,FALSE,1155,96,2235,1/2/1900
XRDS96,1996,TRUE,139,12,5045,9/26/1984
XRDS96,1996,TRUE,227,19,1139,5/27/1977
XRDS96,1996,TRUE,1155,96,807,1/2/1900
ANNI97,1997,TRUE,32,3,1103,8/4/1994
ANNI97,1997,TRUE,57,5,34,7/10/1992
ANNI97,1997,TRUE,95,8,5085,5/22/1989
ANNI97,1997,TRUE,151,13,1392,9/26/1984
ANNI97,1997,TRUE,155,13,1089,5/15/1984
ANNI97,1997,TRUE,1167,97,295,1/2/1900
BALD97,1997,TRUE,95,8,2231,5/22/1989
BALD97,1997,TRUE,151,13,120,9/26/1984
BALD97,1997,TRUE,201,17,183,7/7/1980
BALD97,1997,TRUE,1167,97,155,1/2/1900
BIGL97,1997,TRUE,1,0,322,3/18/1997
BIGL97,1997,TRUE,9,1,3447,7/18/1996
BIGL97,1997,TRUE,151,13,2014,9/26/1984
BIGL97,1997,TRUE,239,20,447,5/27/1977
BIGL97,1997,TRUE,363,30,3,1/2/1967
BIGL97,1997,TRUE,1167,97,84,1/2/1900
BNCH97,1997,TRUE,34,3,1392,6/21/1994
BNCH97,1997,TRUE,95,8,3348,5/22/1989
BNCH97,1997,TRUE,1167,97,127,1/2/1900
BUBO97,1997,TRUE,95,8,1994,5/22/1989
BUBO97,1997,TRUE,151,13,9,9/26/1984
BUBO97,1997,TRUE,201,17,140,7/7/1980
BUBO97,1997,TRUE,1167,97,28,1/2/1900
CACT97,1997,FALSE,1167,97,6421,1/2/1900
CHOP97,1997,FALSE,1167,97,4865,1/2/1900
CRNR97,1997,FALSE,1167,97,1393,1/2/1900
CURY97,1997,TRUE,27,2,351,1/10/1995
CURY97,1997,TRUE,32,3,3157,8/4/1994
CURY97,1997,TRUE,155,13,35,5/15/1984
CURY97,1997,TRUE,1167,97,1994,1/2/1900
DEER97,1997,TRUE,11,1,2058,5/7/1996
DEER97,1997,TRUE,151,13,2806,9/26/1984
DEER97,1997,TRUE,1167,97,172,1/2/1900
EBAY97,1997,TRUE,9,1,76,7/18/1996
EBAY97,1997,TRUE,151,13,6045,9/26/1984
EBAY97,1997,TRUE,239,20,368,5/27/1977
EBAY97,1997,TRUE,363,30,135,1/2/1967
EBAY97,1997,TRUE,1167,97,27,1/2/1900
ELIN97,1997,TRUE,9,1,668,7/18/1996
ELIN97,1997,TRUE,11,1,1522,5/7/1996
ELIN97,1997,TRUE,151,13,1686,9/26/1984
ELIN97,1997,TRUE,239,20,166,5/27/1977
ELIN97,1997,TRUE,281,24,2,11/7/1973
ELIN97,1997,TRUE,363,30,44,1/2/1967
ELIN97,1997,TRUE,1167,97,102,1/2/1900
EQUS97,1997,FALSE,151,13,787,9/26/1984
EQUS97,1997,FALSE,243,20,1,1/21/1977
EQUS97,1997,FALSE,1167,97,2748,1/2/1900
FARS97,1997,TRUE,22,2,213,6/15/1995
FARS97,1997,TRUE,85,7,2772,3/28/1990
FARS97,1997,TRUE,1167,97,896,1/2/1900
FENC97,1997,FALSE,11,1,1083,5/7/1996
FENC97,1997,FALSE,151,13,2,9/26/1984
FENC97,1997,FALSE,1167,97,1224,1/2/1900
FLSH97,1997,TRUE,95,8,698,5/22/1989
FLSH97,1997,TRUE,151,13,2019,9/26/1984
FLSH97,1997,TRUE,239,20,8,5/27/1977
FLSH97,1997,TRUE,1167,97,27,1/2/1900
HARY97,1997,TRUE,95,8,1345,5/22/1989
HARY97,1997,TRUE,1167,97,389,1/2/1900
HELP97,1997,TRUE,32,3,294,8/1/1994
HELP97,1997,TRUE,147,12,666,1/16/1985
HELP97,1997,TRUE,243,20,87,1/21/1977
HELP97,1997,TRUE,1167,97,1493,1/2/1900
HICE97,1997,TRUE,22,2,509,6/15/1995
HICE97,1997,TRUE,85,7,2242,3/28/1990
HICE97,1997,TRUE,1167,97,349,1/2/1900
HICN97,1997,TRUE,22,2,389,6/15/1995
HICN97,1997,TRUE,85,7,720,3/28/1990
HICN97,1997,TRUE,1167,97,428,1/2/1900
IBRN97,1997,FALSE,147,12,33,1/16/1985
IBRN97,1997,FALSE,151,13,699,9/26/1984
IBRN97,1997,FALSE,243,20,16,1/21/1977
IBRN97,1997,FALSE,1167,97,409,1/2/1900
JERE97,1997,TRUE,34,3,254,6/27/1994
JERE97,1997,TRUE,119,10,20,5/1/1987
JERE97,1997,TRUE,147,12,2745,1/16/1985
JERE97,1997,TRUE,151,13,1,9/26/1984
JERE97,1997,TRUE,243,20,102,1/21/1977
JERE97,1997,TRUE,1167,97,235,1/2/1900
KETH97,1997,FALSE,95,8,788,5/22/1989
KETH97,1997,FALSE,201,17,56,7/7/1980
KETH97,1997,FALSE,1167,97,340,1/2/1900
LINS97,1997,TRUE,9,1,2832,7/18/1996
LINS97,1997,TRUE,11,1,335,5/7/1996
LINS97,1997,TRUE,151,13,76,9/26/1984
LINS97,1997,TRUE,239,20,539,5/27/1977
LINS97,1997,TRUE,281,24,4,11/7/1973
LINS97,1997,TRUE,1167,97,18,1/2/1900
LINX97,1997,FALSE,1167,97,4326,1/2/1900
LOCK97,1997,TRUE,27,2,686,1/10/1995
LOCK97,1997,TRUE,32,3,552,8/4/1994
LOCK97,1997,TRUE,57,5,1003,7/10/1992
LOCK97,1997,TRUE,59,5,1,5/19/1992
LOCK97,1997,TRUE,59,5,351,5/20/1992
LOCK97,1997,TRUE,69,6,1939,7/17/1991
LOCK97,1997,TRUE,78,7,521,10/29/1990
LOCK97,1997,TRUE,116,10,10,8/10/1987
LOCK97,1997,TRUE,155,13,259,5/15/1984
LOCK97,1997,TRUE,229,19,33,3/23/1978
LOCK97,1997,TRUE,1167,97,2207,1/2/1900
LOPZ97,1997,TRUE,32,3,2,8/4/1994
LOPZ97,1997,TRUE,34,3,231,6/21/1994
LOPZ97,1997,TRUE,95,8,325,5/22/1989
LOPZ97,1997,TRUE,116,10,2023,8/10/1987
LOPZ97,1997,TRUE,1167,97,3687,1/2/1900
MARY97,1997,TRUE,34,3,366,6/21/1994
MARY97,1997,TRUE,95,8,37,5/22/1989
MARY97,1997,TRUE,1167,97,3105,1/2/1900
MCBY97,1997,FALSE,95,8,61,5/22/1989
MCBY97,1997,FALSE,151,13,985,9/26/1984
MCBY97,1997,FALSE,239,20,22,5/27/1977
MCBY97,1997,FALSE,1167,97,937,1/2/1900
MERL97,1997,TRUE,95,8,239,5/22/1989
MERL97,1997,TRUE,201,17,605,7/7/1980
MERL97,1997,TRUE,1167,97,145,1/2/1900
MITA97,1997,FALSE,151,13,9,9/26/1984
MITA97,1997,FALSE,1167,97,3997,1/2/1900
MRGO97,1997,TRUE,95,8,2411,5/22/1989
MRGO97,1997,TRUE,201,17,3,7/7/1980
MRGO97,1997,TRUE,1167,97,183,1/2/1900
MUME97,1997,TRUE,22,2,195,6/15/1995
MUME97,1997,TRUE,32,3,496,8/1/1994
MUME97,1997,TRUE,33,3,1332,7/6/1994
MUME97,1997,TRUE,34,3,20,6/27/1994
MUME97,1997,TRUE,78,7,1,10/28/1990
MUME97,1997,TRUE,147,12,1271,1/16/1985
MUME97,1997,TRUE,1167,97,135,1/2/1900
N18E97,1997,TRUE,1,0,4,3/18/1997
N18E97,1997,TRUE,52,5,41,12/7/1992
N18E97,1997,TRUE,85,7,3324,3/28/1990
N18E97,1997,TRUE,266,22,10,2/13/1975
N18E97,1997,TRUE,1167,97,1069,1/2/1900
N7RD97,1997,TRUE,32,3,261,8/4/1994
N7RD97,1997,TRUE,95,8,8014,5/22/1989
N7RD97,1997,TRUE,151,13,290,9/26/1984
N7RD97,1997,TRUE,1167,97,97,1/2/1900
NJCT97,1997,TRUE,95,8,1412,5/22/1989
NJCT97,1997,TRUE,116,10,357,8/10/1987
NJCT97,1997,TRUE,201,17,423,7/7/1980
NJCT97,1997,TRUE,1167,97,74,1/2/1900
NMIT97,1997,TRUE,1167,97,2554,1/2/1900
NNWX97,1997,TRUE,95,8,996,5/22/1989
NNWX97,1997,TRUE,201,17,1091,7/7/1980
NNWX97,1997,TRUE,1167,97,273,1/2/1900
