USFWBand,JayID,Sex,AgeKnown,NatalNest,FldgDate,LastObsDate
1713-49238,WPQ-H,M,Y,BLAR111,5/9/2011,10/14/2015
1453-39110,GnZ-,M,Y,WWSX911,5/4/1991,5/10/1991
1043-90518,-ZFG,M,Y,WAHO981,5/18/1998,7/14/1999
1453-39115,LRZ-,M,Y,PAST912,5/5/1991,8/13/1992
1513-50601,FGZ-,M,Y,HICE911,4/29/1991,7/16/1992
1053-56544,Rn-Z,M,Y,PAST891,4/29/1989,4/29/1989
1043-90521,-ZLY,M,Y,MCBY981,5/17/1998,12/10/2002
1053-56666,FB-Z,M,Y,NWES893,5/31/1989,9/15/1989
1043-90515,-ZYY,M,Y,FENC981,5/14/1998,11/13/2001
1453-39120,WnZ-,M,Y,JERE911,5/4/1991,5/10/1991
1713-89713,QO-Y,M,Y,CATB143,5/30/2014,10/14/2015
1713-89714,Qn-B,M,Y,CATB143,5/30/2014,7/14/2014
1453-63510,Z-RR,M,Y,SIXS931,4/17/1993,12/13/2004
1453-39116,FRZ-,M,Y,PAST912,5/5/1991,1/18/1993
1713-49249,nPQ-,M,Y,RATL113,5/11/2011,6/3/2011
1453-39091,BPZ-,M,Y,CABS911,4/28/1991,7/18/1995
1713-49256,YYQ-H,M,Y,LOPZ113,5/16/2011,10/14/2015
1713-49252,nRQ-,M,Y,LARY113,5/13/2011,7/22/2011
1713-89703,QY-Y,M,Y,EAGR143,5/24/2014,10/14/2015
1043-90540,-ZWW,M,Y,XRDS983,5/31/1998,11/14/2005
1043-90520,-ZOY,M,Y,MCBY981,5/17/1998,9/11/2000
1453-39096,WRZ-,M,Y,YTRE912,4/26/1991,7/12/1991
1453-39124,BBZ-,M,Y,BEND911,5/5/1991,8/9/1991
1453-39099,WnZ-,M,Y,LINX911,4/30/1991,6/11/1991
1453-39100,RGZ-,M,Y,LINX911,4/30/1991,9/6/1991
1453-39101,GnZ-,M,Y,LINX911,4/30/1991,5/10/1991
1713-49245,nGQ-,M,Y,TWEN112,5/12/2011,5/22/2011
1713-89710,Qn-W,M,Y,PMPE143,5/28/2014,6/12/2014
1713-89711,Qn-R,M,Y,PMPE143,5/28/2014,7/12/2014
1713-89704,QB-B,M,Y,EAGR143,5/24/2014,8/13/2014
1453-39168,WnZ-,M,Y,FENC913,6/20/1991,6/20/1991
1453-39122,GYZ-,M,Y,JERE911,5/4/1991,9/6/1991
1713-49222,GGQ-H,M,Y,DICE112,5/4/2011,3/12/2014
1043-80151,-SRL,M,Y,LINS881,5/9/1988,4/14/1993
1713-49220,GWQ-H,M,Y,HARY113,5/3/2011,10/14/2015
1043-80150,-SWn,M,Y,LINS881,5/9/1988,5/12/1988
1043-80158,-SWn,M,Y,SIXS881,5/10/1988,6/14/1988
1713-49216,HAQ-,M,Y,NURS113,5/3/2011,9/14/2011
1713-49223,GYQ-H,M,Y,CRSN113,5/7/2011,8/13/2014
1453-39169,RnZ-,M,Y,FENC913,6/20/1991,6/20/1991
1453-39170,GnZ-,M,Y,FENC913,6/20/1991,6/20/1991
1453-39196,RSA-,M,Y,POLA851,5/14/1985,10/11/1997
1043-80144,-SRF,M,Y,SORA882,5/8/1988,6/12/1996
1453-63501,Z-WW,M,Y,XRDS931,4/12/1993,2/12/1995
1453-63502,Z-RW,M,Y,XRDS931,4/12/1993,2/12/1996
1453-39166,BnZ-,M,Y,LINS914,6/16/1991,6/16/1991
1453-39133,OWZ-,M,Y,ROSE911,5/10/1991,9/6/1991
1453-39125,PBZ-,M,Y,BEND911,5/5/1991,6/11/1991
1713-49232,nAQ-,M,Y,CIRC112,5/9/2011,1/18/2012
1043-90502,-ZRG,M,Y,SORA982,5/10/1998,4/11/2000
1043-90501,-ZWG,M,Y,SORA982,5/10/1998,10/11/2000
1043-80194,-SLL,M,Y,NRID882,5/30/1988,6/14/1990
1453-39144,FLZ-,M,Y,NBEN913,5/29/1991,11/13/1991
1713-49228,nHQ-,M,Y,PLAZ112,5/8/2011,6/14/2011
1713-89698,Qn-L,M,Y,SCRP142,5/23/2014,5/24/2014
1453-39134,LWZ-,M,Y,ROSE911,5/10/1991,1/18/1992
1043-80188,-SOP,M,Y,PLOT881,5/26/1988,5/19/1992
1453-39136,AWZ-,M,Y,ROSE911,5/10/1991,9/6/1991
1043-80180,-SLF,M,Y,XRDS881,5/20/1988,1/18/1992
1713-89717,QH-L,M,Y,BLRB142,5/28/2014,9/16/2015
1043-80161,-SBP,M,Y,DEER881,5/9/1988,1/18/1992
1453-39129,OBZ-,M,Y,PLOT911,5/8/1991,8/9/1991
1713-89758,OC-R,M,Y,NATR021,4/22/2002,12/15/2014
1063-42815,WC-W,M,Y,RUSS021,4/11/2002,8/10/2006
1713-89632,QB-R,M,Y,WVAL141,4/25/2014,7/21/2014
1063-43189,-PZB,M,Y,NPOL961,5/3/1996,9/11/2007
1713-89633,QY-W,M,Y,NSWL141,4/27/2014,6/17/2015
1063-43508,C-Rn,M,Y,ASPH031,4/18/2003,4/18/2003
1063-42837,LC-n,M,Y,SFLS022,4/21/2002,5/27/2002
1713-13500,Q-BL,M,Y,NWES132,5/19/2013,4/16/2014
1063-43182,PC-P,M,Y,EBAY022,6/2/2002,1/13/2003
1063-43516,C-Bn,M,Y,NPOL031,4/22/2003,4/29/2003
1713-13497,Q-BO,M,Y,NWES132,5/19/2013,8/12/2015
1063-42831,BC-R,M,Y,SCRP021,4/19/2002,9/10/2002
1713-89636,QB-Y,M,Y,BINX141,4/30/2014,7/15/2015
1713-13492,Q-nA,M,Y,PITA133,5/15/2013,5/16/2013
1063-43522,C-LG,M,Y,N7RD031,4/27/2003,4/16/2013
1513-50080,Q-PL,M,Y,SHIC132,5/25/2013,3/12/2014
1063-42840,AC-L,M,Y,WSIX022,4/22/2002,7/13/2006
1063-43143,RC-F,M,Y,SORA025,5/24/2002,6/21/2002
1063-42842,GC-n,M,Y,WSIX022,4/22/2002,5/24/2002
1063-43151,LC-A,M,Y,SLAK022,5/27/2002,2/15/2006
1063-42841,RC-n,M,Y,WSIX022,4/22/2002,5/24/2002
1063-43152,FC-A,M,Y,SLAK022,5/27/2002,12/10/2002
1063-43188,-BZL,M,Y,NMIT961,5/10/1996,9/10/2002
1063-43157,FC-n,M,Y,NWTR022,5/30/2002,5/30/2002
1063-43525,C-WB,M,Y,HICE031,4/27/2003,11/14/2006
1063-43160,fHC-fH,M,Y,SFLA022,6/1/2002,7/20/2011
1063-43161,AC-n,M,Y,SFLA022,6/1/2002,6/1/2002
1063-42839,FC-n,M,Y,SFLS022,4/21/2002,4/22/2002
1713-89630,Qn-A,M,Y,NPOL142,4/26/2014,4/27/2014
1063-43174,RC-Y,M,Y,CTRN026,6/1/2002,9/10/2002
1063-43175,GC-Y,M,Y,CTRN026,6/1/2002,9/10/2002
1063-43153,AC-A,M,Y,SLAK022,5/27/2002,6/16/2008
1713-49797,Q-nH,M,Y,ANGL133,5/12/2013,5/13/2013
1063-43546,C-RF,M,Y,JERE031,5/1/2003,6/11/2003
1063-43547,C-Gn,M,Y,JERE031,5/1/2003,5/2/2003
1063-43549,C-GG,M,Y,LINX031,5/5/2003,9/13/2004
1063-43550,C-Yn,M,Y,LINX031,5/5/2003,5/14/2003
1063-43551,C-BG,M,Y,LINX031,5/5/2003,10/16/2007
1063-42829,GC-R,M,Y,SCRP021,4/19/2002,1/15/2008
1063-43553,C-WA,M,Y,MERL031,5/4/2003,8/19/2009
1063-43539,C-LR,M,Y,SCRP031,5/1/2003,4/15/2008
1063-42820,YC-n,M,Y,EBAY021,4/14/2002,5/13/2002
1063-42817,GC-W,M,Y,RUSS021,4/11/2002,10/14/2003
1063-42816,RC-W,M,Y,RUSS021,4/11/2002,6/11/2014
1453-63676,Z-WG,M,Y,LOCK933,5/10/1993,12/13/1997
1063-43558,C-Pn,M,Y,MCBY032,5/6/2003,5/6/2003
1713-89663,QG-G,M,Y,ROSE141,5/4/2014,10/14/2015
1063-43552,C-PG,M,Y,LINX031,5/5/2003,10/11/2005
1713-13483,Q-BH,M,Y,NWTR133,5/12/2013,10/14/2015
1063-43140,PC-n,M,Y,NPOL022,5/22/2002,6/3/2002
1063-43526,C-Rn,M,Y,HICE031,4/27/2003,4/21/2003
1713-89637,Qn-B,M,Y,BINX141,4/30/2014,5/8/2014
1063-42827,BC-G,M,Y,SCOP021,4/16/2002,10/14/2015
1063-43528,C-YR,M,Y,SHIC031,4/29/2003,8/10/2006
1063-43529,C-BR,M,Y,SHIC031,4/29/2003,9/10/2003
1063-43541,C-An,M,Y,SCRP031,5/1/2003,4/30/2003
1713-13484,Q-RW,M,Y,NSWL131,5/13/2013,10/14/2015
1713-49800,Q-PB,M,Y,SAND132,5/11/2013,10/14/2015
1063-42826,YC-G,M,Y,SCOP021,4/16/2002,11/14/2006
1063-43535,C-RP,M,Y,XRDS031,4/28/2003,7/17/2009
1063-43536,C-GP,M,Y,XRDS031,4/28/2003,4/12/2005
1713-13481,Q-HO,M,Y,NWTR133,5/12/2013,9/16/2015
1713-13480,Q-nP,M,Y,NWTR133,5/12/2013,5/14/2013
1713-13490,Q-nL,M,Y,PITA133,5/15/2013,5/24/2013
1063-43531,C-WW,M,Y,SORA031,4/27/2003,6/15/2011
1063-42897,BC-P,M,Y,PMPE023,5/4/2002,7/11/2002
1063-42886,WC-A,M,Y,LINX021,4/27/2002,12/10/2002
1063-42888,GC-A,M,Y,LINX021,4/27/2002,11/14/2006
1063-42892,BC-B,M,Y,BNCH022,5/1/2002,8/18/2003
1063-42893,WC-B,M,Y,FARS022,5/2/2002,10/13/2004
1573-66098,QR-P,M,Y,REED142,4/21/2014,6/17/2015
1573-66084,Q-LH,M,Y,ROSE134,6/25/2013,7/15/2015
1063-42858,OC-n,M,Y,WAHO021,4/23/2002,4/24/2002
1063-42862,AC-n,M,Y,DICE022,4/24/2002,4/24/2002
1063-42899,OC-Y,M,Y,PMPE023,5/4/2002,10/14/2009
1713-89623,Qn-G,M,Y,BOBB141,4/24/2014,5/23/2014
1063-42900,LC-W,M,Y,SWSE022,5/1/2002,7/11/2002
1063-42855,GC-G,M,Y,PINE021,4/23/2002,7/11/2002
1573-66094,QW-R,M,Y,LOPZ141,4/16/2014,9/16/2015
1713-89629,QW-H,M,Y,NPOL142,4/26/2014,11/12/2014
1063-42896,YC-P,M,Y,PMPE023,5/4/2002,12/13/2006
1063-42876,GC-n,M,Y,POLA022,4/26/2002,4/26/2002
1713-89613,Qn-W,M,Y,EAGB141,4/18/2014,5/2/2014
1063-42868,FC-P,M,Y,LOPZ023,4/24/2002,4/14/2004
1063-42869,AC-P,M,Y,LOPZ023,4/24/2002,10/15/2008
1713-13337,PC-Y,M,Y,MCBY021,4/26/2002,11/13/2013
1713-89614,QR-R,M,Y,EAGB141,4/18/2014,10/14/2015
1713-89607,QR-Y,M,Y,SCOB141,4/23/2014,10/14/2015
1063-42885,GC-n,M,Y,JERE021,4/28/2002,5/20/2002
1713-89605,Qn-R,M,Y,SCOB141,4/23/2014,4/24/2014
1063-42884,RC-P,M,Y,JERE021,4/28/2002,6/21/2002
1063-42878,FC-B,M,Y,SFLC022,4/25/2002,11/12/2002
1713-89617,Qn-B,M,Y,DICE141,4/23/2014,4/23/2014
1063-42880,AC-W,M,Y,MERL021,4/25/2002,12/16/2009
1063-42881,PC-B,M,Y,NO19021,4/28/2002,8/13/2002
1713-89602,Qn-H,M,Y,HARY141,4/21/2014,6/9/2014
1573-66072,Q-nP,M,Y,MOLY132,6/12/2013,6/27/2013
1063-42873,PC-A,M,Y,VALL022,4/26/2002,9/10/2002
1063-43132,YC-W,M,Y,N7RD023,5/18/2002,4/11/2003
1063-42849,FC-O,M,Y,HARY021,4/25/2002,7/11/2002
1573-66056,Q-OY,M,Y,MERL132,6/5/2013,6/11/2014
1063-42848,LC-O,M,Y,HARY021,4/25/2002,11/12/2014
1063-42847,PC-WH,M,Y,WARY021,4/22/2002,5/10/2006
1063-43129,PC-n,M,Y,FENC022,5/20/2002,6/13/2002
1573-66085,Q-nO,M,Y,CHET134,7/2/2013,1/15/2014
1063-43131,LC-F,M,Y,FENC022,5/20/2002,11/12/2002
1063-43122,BC-L,M,Y,CHOP022,5/13/2002,9/11/2007
1063-43135,WC-L,M,Y,NWES022,5/24/2002,9/12/2005
1063-43136,RC-L,M,Y,NWES022,5/24/2002,9/10/2002
1513-50093,Q-YA,M,Y,COPS132,5/30/2013,10/14/2015
1063-43138,YC-B,M,Y,NPOL022,5/22/2002,7/11/2002
1063-42845,BC-WH,M,Y,WARY021,4/22/2002,9/13/2004
1063-42814,PC-W,M,Y,RISE021,4/11/2002,12/13/2004
1063-43130,OC-fH,M,Y,FENC022,5/20/2002,5/11/2011
1063-43117,PC-O,M,Y,ASPH022,5/10/2002,6/25/2002
1063-43107,GC-P,M,Y,NMIT021,5/3/2002,8/12/2004
1063-43108,YC-n,M,Y,NMIT021,5/3/2002,5/3/2002
1573-66071,Q-AB,M,Y,MOLY132,6/12/2013,10/14/2015
1063-43111,WC-n,M,Y,CACT021,5/6/2002,5/23/2002
1063-43112,WC-O,M,Y,HICE022,5/9/2002,11/12/2002
1573-66070,Q-OH,M,Y,WCPR131,6/10/2013,10/14/2015
1713-89628,QW-L,M,Y,NPOL142,4/26/2014,6/17/2015
1063-43116,BC-O,M,Y,ASPH022,5/10/2002,1/19/2011
1573-66058,Q-OG,M,Y,MERL132,6/5/2013,8/12/2013
1573-66069,Q-nL,M,Y,WCPR131,6/10/2013,7/9/2013
1573-66068,Q-OO,M,Y,WCPR131,6/10/2013,10/14/2015
1063-42853,WC-G,M,Y,PINE021,4/23/2002,11/14/2005
1573-66063,Q-PH,M,Y,WCOP131,6/6/2013,11/13/2013
1063-43121,AC-Y,M,Y,SWAL023,5/9/2002,8/13/2002
1063-43141,OC-n,M,Y,NPOL022,5/22/2002,6/3/2002
1063-43114,GC-O,M,Y,HICE022,5/9/2002,6/13/2005
1713-49712,Q-nB,M,Y,CHET131,4/19/2013,4/20/2013
1063-43559,C-On,M,Y,MCBY032,5/6/2003,5/6/2003
1713-49720,Q-WA,M,Y,CURY132,4/23/2013,10/14/2015
1053-56677,GR-Z,M,Y,POLA891,5/6/1989,10/11/1989
1423-42714,S-FP,M,Y,PLAZ831,5/10/1983,5/14/1996
1423-42715,S-AP,M,Y,PLAZ831,5/10/1983,11/9/1985
1053-56679,BR-Z,M,Y,POLA891,5/6/1989,7/11/1989
1713-89662,QG-R,M,Y,ROSE141,5/4/2014,9/17/2014
1423-42706,S-LL,M,Y,SCOP831,5/6/1983,11/12/1987
1423-42738,S-LA,M,Y,CTRN831,5/12/1983,7/11/1989
1713-49708,Q-WR,M,Y,HARY131,4/12/2013,10/14/2015
1713-49707,Q-WW,M,Y,HARY131,4/12/2013,10/14/2015
1053-56671,LY-Z,M,Y,XRDS891,5/5/1989,1/18/1992
1053-56667,An-Z,M,Y,NWES893,5/31/1989,5/31/1989
1423-42773,S-OO,M,Y,SAND832,6/19/1983,10/12/1987
1423-42731,S-WB,M,Y,WSIX831,5/10/1983,7/12/1987
1423-42680,S-OB,M,Y,LINS831,5/2/1983,2/16/1990
1713-49740,Q-YB,M,Y,TP39132,4/28/2013,7/17/2013
1713-49738,Q-GG,M,Y,BIGL132,4/26/2013,9/16/2015
1053-56683,LW-Z,M,Y,BEND891,5/14/1989,7/11/1989
1053-56682,On-Z,M,Y,BEND891,5/14/1989,5/14/1989
1423-42637,LS-L,M,Y,SSAN822,5/15/1982,6/14/1988
1053-56678,YR-Z,M,Y,POLA891,5/6/1989,12/14/1989
1423-42654,OS-L,M,Y,FARS822,6/13/1982,5/10/1983
1713-49380,nQ-L,M,Y,DICE123,5/30/2012,6/7/2012
1423-42681,S-LB,M,Y,LINS831,5/2/1983,4/10/1985
1423-42682,S-FB,M,Y,LINS831,5/2/1983,7/12/1987
1423-42689,S-GB,M,Y,ROSE831,5/3/1983,1/13/1985
1053-56681,Pn-Z,M,Y,BEND891,5/14/1989,5/14/1989
1713-49727,Q-RG,M,Y,BINX131,4/23/2013,10/14/2015
1423-42693,S-LO,M,Y,SFLA831,4/27/1983,11/12/1987
1713-49736,Q-GW,M,Y,BIGL132,4/26/2013,11/13/2013
1433-87426,RSL-,M,Y,CABS851,4/24/1985,8/18/1999
1423-42866,SY-L,M,Y,SSAN841,5/20/1984,9/15/1989
1713-49358,GQ-P,M,Y,PINS121,5/12/2012,10/14/2015
1433-58370,-RSA,M,Y,SORA861,4/29/1986,7/12/2001
1053-56565,RY-Z,M,Y,LINX891,5/3/1989,7/13/1990
1053-56564,WY-Z,M,Y,LINX891,5/3/1989,4/15/1990
1423-42789,SW-O,M,Y,SORA841,4/23/1984,4/11/1989
1713-89670,Qn-W,M,Y,TP39141,5/7/2014,5/15/2014
1053-56569,Pn-Z,M,Y,NNWX891,5/1/1989,5/1/1989
1053-56561,LG-Z,M,Y,LINS892,5/2/1989,10/16/1991
1433-87449,PSP=,M,Y,LINX851,5/5/1985,4/17/1988
1433-87452,FSL-,M,Y,CTRN851,5/8/1985,4/15/1987
1713-89672,Qn-G,M,Y,TP39141,5/7/2014,5/15/2014
1053-56545,LR-Z,M,Y,ARCT891,5/6/1989,8/15/1989
1433-87460,GSY=,M,Y,WSIX851,5/5/1985,4/15/1987
1433-87424,WSL-,M,Y,CABS851,4/24/1985,10/11/1997
1423-42829,SY-F,M,Y,PLAZ841,5/5/1984,8/18/1987
1053-56684,FG-Z,M,Y,NJCT891,5/12/1989,8/15/1989
1423-42802,SL-R,M,Y,SFLA842,4/23/1984,5/14/1985
1713-49378,PQ-P,M,Y,NBEN123,5/27/2012,1/14/2015
1713-49377,PQ-B,M,Y,NBEN123,5/27/2012,10/14/2015
1713-49374,PQ-R,M,Y,CATB121,5/20/2012,8/13/2014
1713-49792,Q=LW,M,Y,REED132,5/12/2013,10/14/2015
1053-56566,WG-Z,M,Y,CTRW892,5/2/1989,3/17/1994
1713-49373,nQ-W,M,Y,BLAR121,5/18/2012,5/19/2012
1713-49363,YQ-L,M,Y,RATL121,5/13/2012,10/14/2015
1713-49369,GQ-A,M,Y,WLIN122,5/16/2012,8/12/2015
1713-89667,Qn-O,M,Y,CATE141,5/6/2014,5/7/2014
1423-42845,SO-L,M,Y,FIRE841,5/7/1984,9/19/1986
1423-42849,SO-A,M,Y,LINS841,5/8/1984,6/14/1988
1053-56570,On-Z,M,Y,NNWX891,5/1/1989,5/1/1989
1713-49382,nQ-W,M,Y,WVAL122,6/2/2012,6/3/2012
1423-42825,SA-L,M,Y,1816,5/3/1984,12/12/1987
1053-56785,-RRZ,M,Y,EBAY901,5/5/1990,4/14/1998
1713-49778,Q-BA,M,Y,SCOB131,5/5/2013,8/12/2013
1063-43591,C-On,M,Y,WCOP032,6/10/2003,6/11/2003
1713-49777,Q-nH,M,Y,CABS131,5/4/2013,6/12/2013
1713-49776,Q-nG,M,Y,CLAS134,5/4/2013,6/30/2013
1063-43594,C-Fn,M,Y,PLAZ034,6/17/2003,6/14/2003
1053-56773,-BRZ,M,Y,CTRN901,4/23/1990,8/13/1992
1713-49770,Q-GO,M,Y,ANGB131,5/3/2013,3/11/2015
1063-43585,C-PW,M,Y,BIGL033,6/10/2003,7/11/2003
1713-49768,Q-GB,M,Y,ANGB131,5/3/2013,8/12/2013
1053-56784,-WRZ,M,Y,EBAY901,5/5/1990,11/10/1994
1163-68293,-ZRR,M,Y,HICE981,5/7/1998,7/14/1999
1713-89643,QB-G,M,Y,SLAK141,4/28/2014,10/14/2015
1713-49764,Q-nW,M,Y,BUBO131,5/3/2013,5/13/2013
1423-42629,WS=O,M,Y,SIXS821,5/11/1982,6/11/1984
1713-49774,Q-OW,M,Y,CLAS134,5/4/2013,9/16/2015
1053-56788,-AGZ,M,Y,SCOP901,5/8/1990,11/13/1999
1713-49785,Q-nA,M,Y,PINS132,5/7/2013,6/12/2013
1713-89639,QB-O,M,Y,RAUL141,4/28/2014,10/14/2015
1713-49783,Q-nL,M,Y,PINS132,5/7/2013,6/19/2013
1063-43573,C-LW,M,Y,LOOP032,5/24/2003,7/14/2005
1713-49782,Q-RO,M,Y,HTOP131,5/7/2013,10/14/2015
1713-49781,Q-RP,M,Y,HTOP131,5/7/2013,10/14/2015
1063-43589,C-BP,M,Y,CHOP031,6/12/2003,10/14/2003
1713-49780,Q-LB,M,Y,RATL132,5/5/2013,9/18/2013
1063-43588,C-Yn,M,Y,CHOP031,6/12/2003,6/11/2003
1063-43581,C-Pn,M,Y,ELIN032,6/1/2003,6/1/2003
1053-56787,-APZ,M,Y,CROS901,5/10/1990,5/19/1992
1053-56786,-GnZ,M,Y,EBAY901,5/5/1990,6/14/1990
1063-43583,C-Yn,M,Y,BIGL033,6/10/2003,6/11/2003
1063-43584,C-BW,M,Y,BIGL033,6/10/2003,10/14/2015
1383-27202,WOS-,M,Y,SORA811,4/18/1981,10/7/1983
1063-43579,C-Yn,M,Y,ELIN032,6/1/2003,6/1/2003
1423-42605,YS-F,M,Y,SAND821,5/3/1982,5/17/1990
1713-89655,QL-B,M,Y,SHIC141,5/1/2014,9/17/2014
1713-89657,Qn-O,M,Y,SHIC141,5/1/2014,10/14/2015
1053-56690,Yn-Z,M,Y,SLUM891,5/18/1989,5/18/1989
1383-27290,WS-L,M,Y,WCOP821,4/26/1982,4/13/1984
1383-27299,GS-A,M,Y,YTRE821,4/29/1982,12/10/1988
1053-56780,-PRZ,M,Y,NNWX901,5/4/1990,3/1/1991
1053-56688,AR-Z,M,Y,EBAY892,5/16/1989,10/11/1989
1713-89654,Qn-Y,M,Y,PINS142,5/1/2014,5/2/2014
1713-89659,Qn-H,M,Y,JERE141,5/3/2014,5/12/2014
1423-42608,PS-F,M,Y,CABS821,5/6/1982,7/12/1988
1423-42612,PS-A,M,Y,NNWS821,5/6/1982,10/18/1984
1423-42615,FS-F,M,Y,NRID821,5/2/1982,5/10/1983
1053-56685,An-Z,M,Y,NJCT891,5/12/1989,7/11/1989
1713-49330,nQ-W,M,Y,NWTR121,4/26/2012,6/1/2012
1713-89658,QR-L,M,Y,JERE141,5/3/2014,1/14/2015
1053-56699,Yn-Z,M,Y,SARA892,5/28/1989,5/28/1989
1053-56771,-GYZ,M,Y,LAZT901,4/29/1990,8/10/1997
1053-56766,-PGZ,M,Y,NLAK901,4/24/1990,10/10/1996
1053-56757,-WWZ,M,Y,POND901,4/14/1990,8/9/1991
1713-89647,QY-O,M,Y,N18E141,4/28/2014,11/12/2014
1053-56716,OW-Z,M,Y,WAHO892,6/14/1989,8/15/1989
1383-27226,GLS-,M,Y,NBEN811,5/1/1981,2/10/1985
1713-49754,Q-PR,M,Y,WLIN131,5/2/2013,10/16/2013
1053-56709,Pn-Z,M,Y,SCOP892,6/12/1989,7/11/1989
1383-27251,FFS=,M,Y,POLA811,5/14/1981,7/15/1985
1383-27230,BPS-,M,Y,BEND811,5/3/1981,11/12/1982
1713-49758,Q-GA,M,Y,JANW131,5/2/2013,9/16/2015
1713-89652,Qn-R,M,Y,PINS142,5/1/2014,5/2/2014
1053-56697,Rn-Z,M,Y,SARA892,5/28/1989,5/28/1989
1383-27238,OFS=,M,Y,SSAN811,5/5/1981,7/12/1987
1713-49742,Q-nO,M,Y,BNCH131,4/29/2013,4/29/2013
1713-89650,QY-A,M,Y,N18E141,4/28/2014,12/15/2014
1603-51843,nW-Q,M,Y,BIGL091,5/2/2009,6/24/2009
1573-97983,BCL-,M,Y,PINE051,5/14/2005,10/19/2006
1573-97944,LCB-,M,Y,POLA052,4/30/2005,6/16/2010
1573-97946,ACn-,M,Y,POLA052,4/30/2005,4/30/2005
1573-97959,HCn-,M,Y,MITA051,5/7/2005,5/12/2005
1573-97961,PCP-,M,Y,MITA051,5/7/2005,1/14/2009
1603-51848,nO-Q,M,Y,N7RD091,5/4/2009,6/11/2009
1573-97963,ACW-,M,Y,MATT051,5/9/2005,10/19/2006
1603-51886,nP-Q,M,Y,DICE091,5/11/2009,5/11/2009
1573-97965,PCO-,M,Y,SCRP051,5/3/2005,1/10/2007
1603-51887,nO-Q,M,Y,DICE091,5/11/2009,5/11/2009
1713-13315,PA-Q,M,Y,ANGB091,6/3/2009,10/14/2015
1573-97968,FCO-,M,Y,HICE051,5/8/2005,6/14/2006
1713-13322,nY-Q,M,Y,CURY092,6/9/2009,6/18/2009
1713-13319,nW-Q,M,Y,CURY092,6/9/2009,6/11/2009
1713-13314,nP-Q,M,Y,EBAY092,5/31/2009,7/17/2009
1713-13313,AB-Q,M,Y,EBAY092,5/31/2009,5/19/2010
1573-97976,OCF-,M,Y,WCOP051,5/11/2005,8/15/2005
1713-49396,CfH=L,M,Y,SCRP042,4/28/2004,10/14/2015
1573-97964,BCn-,M,Y,SCRP051,5/3/2005,5/9/2005
1603-51890,nG-Q,M,Y,WLIN092,5/16/2009,5/16/2009
1573-97915,LCG-,M,Y,SHIC052,4/26/2005,6/20/2005
1573-97916,FCG-,M,Y,SHIC052,4/26/2005,4/15/2008
1573-97917,ACG-,M,Y,SHIC052,4/26/2005,7/19/2007
1573-97918,WCn-,M,Y,SCOP051,4/29/2005,6/8/2005
1713-13318,AH-Q,M,Y,SFRR092,6/8/2009,10/14/2009
1713-13316,nO-Q,M,Y,SFRR092,6/8/2009,7/6/2009
1573-97923,PCH-,M,Y,XRDS051,4/26/2005,3/13/2013
1573-97942,ACH-,M,Y,ANGL051,5/2/2005,7/11/2008
1573-97925,OCn-,M,Y,SFLC052,4/28/2005,5/5/2005
1573-97984,PCL-,M,Y,PINE051,5/14/2005,9/12/2005
1573-97928,ACn-,M,Y,SFLC052,4/28/2005,4/28/2005
1603-51888,nW-Q,M,Y,WLIN092,5/16/2009,5/16/2009
1573-97931,GCn-,M,Y,SFLA051,4/29/2005,4/29/2005
1713-13336,WCO-,M,Y,N7RD051,5/2/2005,5/13/2013
1603-51825,WW-Q,M,Y,VALL092,4/24/2009,7/17/2009
1603-51896,Hw-Q,M,Y,PITA092,5/23/2009,10/14/2015
1573-97935,HCO-,M,Y,N7RD051,5/2/2005,10/11/2005
1603-51900,nL-Q,M,Y,NPOL093,5/25/2009,6/11/2009
1573-97924,OCH-,M,Y,XRDS051,4/26/2005,11/14/2005
1603-16647,-WCR,M,Y,XRDS061,4/22/2006,7/19/2007
1713-13310,nO-Q,M,Y,FENC091,5/31/2009,6/29/2009
1603-16624,WCG-,M,Y,NSWL052,6/14/2005,12/12/2005
1603-16625,RCn-,M,Y,NSWL052,6/14/2005,6/16/2005
1603-16626,GCn-,M,Y,NSWL052,6/14/2005,6/16/2005
1603-16631,ACn-,M,Y,LINX052,6/26/2005,6/27/2005
1603-16640,-RCW,M,Y,HARY061,4/17/2006,1/14/2009
1603-51786,-CnH,M,Y,NPOL082,5/29/2008,6/5/2008
1603-16621,RCn-,M,Y,CHOP054,6/13/2005,6/15/2005
1603-51780,H-CRR,M,Y,TP11082,5/31/2008,8/18/2008
1603-16613,LCn-,M,Y,CURY052,5/31/2005,5/31/2005
1603-51773,H-CWG,M,Y,NBEN082,5/26/2008,3/11/2015
1603-16650,-HCR,M,Y,CRSM061,4/23/2006,8/18/2008
1603-16651,-BCR,M,Y,CRSM061,4/23/2006,3/18/2010
1603-16653,-OCR,M,Y,SCUT061,4/22/2006,6/15/2006
1603-51769,-CnO,M,Y,XRDS082,5/25/2008,5/26/2008
1603-16656,-ACR,M,Y,SCUT061,4/22/2006,7/19/2007
1603-16660,-HCG,M,Y,FENC061,4/22/2006,7/18/2006
1603-16661,-BCG,M,Y,FENC061,4/22/2006,8/10/2006
1603-51782,-CnY,M,Y,TP11082,5/31/2008,5/31/2008
1573-98000,OCA-,M,Y,REED053,5/21/2005,8/15/2005
1603-51868,BO-Q,M,Y,MERL091,5/9/2009,10/14/2015
