USFWBand,JayID,Sex,AgeKnown,NatalNest,FldgDate,LastObsDate
1513-50978,FnC-,F,Y,NWES011,5/25/2001,6/14/2001
1513-50920,ARC-,F,Y,LINX011,4/29/2001,7/12/2001
1513-50921,WGC-,F,Y,SFLS011,4/28/2001,7/12/2001
1513-50926,PGC-,F,Y,ANNI011,5/3/2001,5/13/2002
1513-50930,AnC-,F,Y,SORA011,5/2/2001,5/3/2001
1513-50938,PBC-,F,Y,CACT011,5/2/2001,7/17/2009
1513-50951,FnC-,F,Y,DICE012,5/14/2001,5/14/2001
1513-50959,PnC-,F,Y,RUSS011,5/17/2001,5/25/2001
1513-50961,LLC-,F,Y,RUSS011,5/17/2001,8/9/2001
1513-50962,WLC-,F,Y,NMIT011,5/19/2001,9/10/2002
1573-66540,CO-n,F,Y,WCOP043,5/20/2004,6/11/2004
1513-50974,LBC-,F,Y,XRDS012,5/24/2001,5/13/2002
1513-50915,RnC-,F,Y,SFLA011,5/1/2001,5/15/2001
1513-50979,AnC-,F,Y,NWES011,5/25/2001,5/27/2001
1513-50980,BRC-,F,Y,CHOP013,5/25/2001,5/13/2013
1513-50992,PLC-,F,Y,SCOP012,5/27/2001,4/12/2006
1513-50994,FGC-,F,Y,FENC012,5/30/2001,4/10/2002
1513-50998,GnC-,F,Y,N18E016,6/11/2001,6/12/2001
1573-65903,C-GW,F,Y,SCOP033,6/17/2003,11/11/2004
1573-65904,C-Yn,F,Y,SCOP033,6/17/2003,6/15/2003
1573-65911,CW-G,F,Y,RUSS041,4/11/2004,6/13/2005
1573-65914,CH-W,F,Y,CTRN042,4/16/2004,1/20/2010
1513-50973,GnC-,F,Y,SCOB011,5/19/2001,6/19/2001
1513-50782,-LRC,F,Y,NMIT003,6/14/2000,8/9/2001
1513-50742,-RPC,F,Y,ANNI002,5/10/2000,12/12/2005
1513-50743,-GPC,F,Y,POWL002,5/11/2000,10/11/2000
1513-50750,-LnC,F,Y,WCPR002,5/11/2000,5/11/2000
1513-50751,-FBC,F,Y,WCPR002,5/11/2000,4/11/2001
1513-50756,-OPC,F,Y,KETH001,5/13/2000,8/10/2000
1513-50760,-FnC,F,Y,COPS001,5/18/2000,5/24/2000
1513-50761,-APC,F,Y,COPS001,5/18/2000,10/11/2000
1513-50766,-AnC,F,Y,ELIN004,6/1/2000,7/3/2000
1513-50775,-WnC,F,Y,N18E003,6/2/2000,6/2/2000
1513-50919,AWC-,F,Y,JERE011,4/29/2001,7/12/2001
1513-50781,-OfHC,F,Y,MIDR004,6/9/2000,3/13/2013
1513-50918,FWC-,F,Y,JERE011,4/29/2001,9/12/2005
1513-50783,-FRC,F,Y,NMIT003,6/14/2000,2/10/2003
1513-50785,-LAC,F,Y,POLA001,4/30/2000,5/14/2001
1513-50786,AB-C,F,Y,LINX992,5/20/1999,4/12/2005
1513-50800,WWC-,F,Y,PMPN011,4/13/2001,7/12/2001
1513-50901,RWC-,F,Y,PMPN011,4/13/2001,7/12/2001
1513-50902,GnC-,F,Y,SWSE011,4/17/2001,5/17/2001
1513-50911,OnC-,F,Y,SCRP011,4/29/2001,5/14/2001
1513-50912,LRC-,F,Y,SCRP011,4/29/2001,8/13/2002
1513-50914,WnC-,F,Y,SFLA011,5/1/2001,6/7/2001
1573-65919,CG-n,F,Y,ASPH042,4/16/2004,4/16/2004
1513-50779,-BFC,F,Y,MIDR004,6/9/2000,4/11/2003
1573-66513,CL-n,F,Y,CHOP042,5/2/2004,5/2/2004
1573-65917,CW-n,F,Y,ASPH042,4/16/2004,4/17/2004
1573-65984,CP-L,F,Y,MCBY041,4/28/2004,8/16/2010
1573-65985,CO-n,F,Y,SCRP042,4/28/2004,6/15/2004
1573-65986,CL-L,F,Y,SCRP042,4/28/2004,3/15/2009
1573-65991,CG-n,F,Y,SCUT041,4/29/2004,5/15/2004
1573-65992,CH-F,F,Y,SHIC041,4/29/2004,10/13/2004
1573-65995,CO-F,F,Y,SCOP041,4/29/2004,12/13/2004
1573-66504,CO-n,F,Y,MITA041,5/3/2004,6/14/2004
1573-66508,CA-B,F,Y,NWES041,5/2/2004,5/11/2005
1573-65981,CG-n,F,Y,FENC041,4/26/2004,4/26/2004
1573-66512,CH-L,F,Y,SCOB041,5/3/2004,9/13/2004
1573-65974,CF-P,F,Y,NPOL041,4/27/2004,9/13/2004
1573-66515,CA-W,F,Y,CHOP042,5/2/2004,9/13/2004
1573-66522,CH-n,F,Y,TP39042,5/7/2004,6/14/2004
1573-66525,CO-W,F,Y,WAHO043,5/11/2004,3/14/2005
1573-66526,CL-W,F,Y,WAHO043,5/11/2004,9/12/2005
1573-66527,CF-H,F,Y,NO19043,5/14/2004,9/13/2004
1573-66529,CF-F,F,Y,PEWE041,5/12/2004,8/10/2006
1573-66530,CA-F,F,Y,PEWE041,5/12/2004,1/13/2005
1573-66535,CR-H,F,Y,LOPZ043,5/18/2004,6/11/2014
1573-66537,CH-H,F,Y,LOPZ043,5/18/2004,9/12/2005
1603-51512,-CnP,F,Y,MERL081,4/22/2008,5/5/2008
1573-66511,CG-L,F,Y,SCOB041,5/3/2004,9/13/2004
1573-65947,CO-H,F,Y,HICE041,4/26/2004,7/15/2004
1513-50737,-GnC,F,Y,CTRN003,5/6/2000,5/10/2000
1573-65920,CO-n,F,Y,SFLA042,4/20/2004,5/20/2004
1573-65921,CL-n,F,Y,SFLA042,4/20/2004,4/20/2004
1573-65922,CF-n,F,Y,SFLA042,4/20/2004,4/20/2004
1573-65923,CH-R,F,Y,WSIX041,4/19/2004,7/11/2008
1573-65926,CO-R,F,Y,EBAY041,4/21/2004,6/14/2004
1573-65927,CL-R,F,Y,EBAY041,4/21/2004,7/19/2007
1573-65931,CR-n,F,Y,MARI041,4/19/2004,4/26/2004
1573-65932,CG-G,F,Y,SFLC042,4/21/2004,4/12/2005
1573-65983,CB-L,F,Y,MCBY041,4/28/2004,6/13/2005
1573-65935,CA-n,F,Y,ANNI043,4/21/2004,4/12/2005
1573-65918,CR-n,F,Y,ASPH042,4/16/2004,4/17/2004
1573-65950,CR-B,F,Y,XRDS041,4/27/2004,7/15/2004
1573-65951,CG-n,F,Y,XRDS041,4/27/2004,4/15/2004
1573-65955,CO-n,F,Y,N7RD041,4/26/2004,7/15/2004
1573-65956,CL-B,F,Y,N7RD041,4/26/2004,3/13/2007
1573-65959,CG-P,F,Y,CACT041,4/26/2004,8/16/2007
1573-65962,CP-P,F,Y,PINE041,4/28/2004,12/12/2005
1573-65968,CG-O,F,Y,SLAK041,4/26/2004,5/11/2005
1573-65969,CH-O,F,Y,PLAZ041,4/26/2004,9/13/2004
1573-65971,CP-n,F,Y,PLAZ041,4/26/2004,6/14/2004
1573-65973,CL-P,F,Y,NPOL041,4/27/2004,4/11/2012
1573-65933,CH-G,F,Y,SFLC042,4/21/2004,11/17/2010
1513-50159,GR-C,F,Y,MCBY991,4/24/1999,7/19/2007
1513-50183,BB-C,F,Y,FARS992,4/29/1999,7/17/2000
1513-50120,PR-C,F,Y,ANNI991,4/13/1999,7/17/2000
1513-50121,OR-C,F,Y,ANNI991,4/13/1999,4/11/2001
1513-50122,Ln-C,F,Y,ANNI991,4/13/1999,4/13/1999
1513-50138,Wn-C,F,Y,CHOP991,4/17/1999,4/14/1999
1513-50139,Rn-C,F,Y,CHOP991,4/17/1999,4/14/1999
1513-50141,BY-C,F,Y,XRDS991,4/17/1999,4/11/2000
1513-50144,LY-C,F,Y,LOPZ991,4/19/1999,12/10/2002
1513-50152,Fn-C,F,Y,NWES991,4/18/1999,4/20/1999
1513-50116,WG-C,F,Y,POLA991,4/13/1999,5/11/2004
1513-50158,Rn-C,F,Y,MCBY991,4/24/1999,4/25/1999
1513-50113,Gn-C,F,Y,NRID991,4/12/1999,4/12/1999
1513-50160,YW-C,F,Y,SHIC993,4/22/1999,8/9/2001
1513-50161,BR-C,F,Y,N7RD992,4/24/1999,7/11/2008
1513-50164,LR-C,F,Y,N7RD992,4/24/1999,3/12/2000
1513-50165,Fn-C,F,Y,SCOB993,4/23/1999,5/19/1999
1513-50166,AY-C,F,Y,SCOB993,4/23/1999,7/2/1999
1513-50169,GG-C,F,Y,LAZT991,4/25/1999,5/10/2000
1513-50176,PG-C,F,Y,CURY992,4/30/1999,7/14/1999
1513-50177,OG-C,F,Y,CURY992,4/30/1999,7/14/1999
1513-50178,WL-C,F,Y,POWL993,4/27/1999,9/10/2003
1513-50741,-WPC,F,Y,ANNI002,5/10/2000,8/10/2000
1513-50155,BW-C,F,Y,BALD992,4/22/1999,4/11/2001
1453-78359,-AZF,F,Y,FENC961,5/20/1996,7/16/1998
1453-78323,-LZL,F,Y,MCBY961,5/12/1996,4/14/1998
1453-78327,-RZR,F,Y,BALD961,5/10/1996,5/18/2001
1453-78330,-FZO,F,Y,WCPR961,5/11/1996,4/14/1999
1453-78331,-AZO,F,Y,WCPR961,5/11/1996,2/12/1997
1453-78332,-BZO,F,Y,LAZT961,5/10/1996,4/10/1997
1453-78333,-PZO,F,Y,LAZT961,5/10/1996,1/10/1997
1453-78347,-AZA,F,Y,PLAZ961,5/13/1996,4/14/1998
1453-78349,-RZW,F,Y,SCRP962,5/15/1996,9/10/2002
1453-78350,-OZR,F,Y,SCRP962,5/15/1996,5/18/1998
1513-50117,RG-C,F,Y,POLA991,4/13/1999,4/11/2000
1453-78354,-AZW,F,Y,NWES962,5/15/1996,11/15/1997
1513-50184,PB-C,F,Y,FARS992,4/29/1999,11/13/1999
1453-78360,-WZA,F,Y,MARY961,5/12/1996,2/12/1997
1453-78364,-GZO,F,Y,TOMB962,5/23/1996,7/10/1997
1453-78372,-YZY,F,Y,N7RD963,5/30/1996,9/11/2000
1453-78377,-BZG,F,Y,JERE962,6/2/1996,4/14/1998
1453-78386,-PZW,F,Y,MUME962,6/4/1996,1/14/1998
1453-78387,-BZW,F,Y,MUME962,6/4/1996,8/18/1999
1453-78389,-OZF,F,Y,SLUM961,6/6/1996,4/9/1998
1453-78402,SP-F,F,Y,PLAZ841,5/5/1984,10/11/1997
1513-50101,WW-C,F,Y,HICE991,4/2/1999,6/14/2001
1513-50108,LW-C,F,Y,NPOL991,4/7/1999,8/10/2000
1453-78353,-FZW,F,Y,NWES962,5/15/1996,4/14/1998
1513-50714,-GnC,F,Y,MERL001,4/28/2000,6/23/2000
1513-50182,YB-C,F,Y,FARS992,4/29/1999,1/13/2000
1513-50345,GO-C,F,Y,EBAY994,6/15/1999,4/11/2001
1513-50349,On-C,F,Y,PUMP993,6/24/1999,6/24/1999
1513-50352,Gn-C,F,Y,SCOP994,6/27/1999,6/27/1999
1513-50389,-BWC,F,Y,SCRP001,4/19/2000,6/21/2000
1513-50400,-OnC,F,Y,BALD001,4/23/2000,5/23/2000
1513-50704,-WGC,F,Y,BIGL001,4/28/2000,7/12/2001
1513-50705,-RnC,F,Y,BIGL001,4/28/2000,4/28/2000
1513-50710,-OGC,F,Y,CHOP001,4/27/2000,7/12/2001
1513-50343,Fn-C,F,Y,JERE993,6/11/1999,6/29/1999
1513-50713,-RAC,F,Y,MERL001,4/28/2000,4/11/2001
1513-50342,Ln-C,F,Y,JERE993,6/11/1999,6/10/1999
1513-50716,-WWC,F,Y,LOPZ002,4/27/2000,7/12/2001
1513-50718,-GWC,F,Y,LOPZ002,4/27/2000,12/14/2011
1513-50719,-YnC,F,Y,LOPZ002,4/27/2000,4/27/2000
1513-50721,-RYC,F,Y,NPOL002,4/28/2000,11/14/2006
1513-50723,-FGC,F,Y,EBAY001,4/27/2000,9/11/2000
1513-50727,-PYC,F,Y,VALL002,4/28/2000,4/28/2000
1513-50733,-FYC,F,Y,SFLC001,5/3/2000,4/11/2003
1513-50735,-WBC,F,Y,CTRN003,5/6/2000,9/11/2000
1513-50736,-RnC,F,Y,CTRN003,5/6/2000,5/10/2000
1573-66545,CW-W,F,Y,ANGL042,6/2/2004,7/15/2004
1513-50712,-WAC,F,Y,MERL001,4/28/2000,7/17/2000
1513-50313,YY-C,F,Y,SFLC992,5/11/1999,7/7/1999
1513-50185,LG-C,F,Y,MITA992,5/2/1999,7/14/1999
1513-50192,BL-C,F,Y,SFLS993,5/4/1999,7/17/2000
1603-17448,PL-C,F,Y,SFLS993,5/4/1999,3/13/2007
1513-50194,OL-C,F,Y,SFLS993,5/4/1999,3/13/2001
1513-50195,Ln-C,F,Y,SFLS993,5/4/1999,5/4/1999
1513-50196,LO-C,F,Y,HELP991,5/1/1999,3/10/2004
1513-50200,RP-C,F,Y,SORA992,5/5/1999,5/10/2000
1513-50304,PP-C,F,Y,CTRN993,5/8/1999,2/11/2000
1513-50305,On-C,F,Y,CTRN993,5/8/1999,5/8/1999
1513-50344,An-C,F,Y,JERE993,6/11/1999,6/16/1999
1513-50309,FB-C,F,Y,BUBO991,5/8/1999,7/14/1999
1513-50740,-PBC,F,Y,SCOB002,5/6/2000,4/11/2001
1513-50314,Wn-C,F,Y,SWSE994,5/19/1999,7/2/1999
1513-50320,LA-C,F,Y,TP39994,5/21/1999,7/12/2001
1513-50321,FA-C,F,Y,TP39994,5/21/1999,7/14/1999
1513-50323,YR-C,F,Y,PMPE994,5/21/1999,7/14/1999
1513-50324,OP-C,F,Y,RUSS992,5/21/1999,7/11/2003
1513-50326,FP-C,F,Y,RUSS992,5/21/1999,8/9/2001
1513-50327,AP-C,F,Y,RUSS992,5/21/1999,6/13/2002
1513-50328,FR-C,F,Y,MIDR993,5/24/1999,1/14/2004
1513-50331,RL-C,F,Y,FENC993,6/5/1999,3/14/2012
1513-50333,Yn-C,F,Y,FENC993,6/5/1999,6/30/1999
1513-50308,LB-C,F,Y,BUBO991,5/8/1999,7/14/1999
1603-17274,-WCP,F,Y,SHIC063,5/15/2006,8/10/2006
1603-17253,-WCn,F,Y,FARS061,5/10/2006,5/10/2006
1603-17254,-RCn,F,Y,FARS061,5/10/2006,5/10/2006
1603-17258,-BCn,F,Y,BNCH063,5/11/2006,5/13/2006
1603-17262,-FCn,F,Y,SCAC061,5/11/2006,5/11/2006
1603-17265,-ACB,F,Y,MATT062,5/10/2006,11/7/2007
1603-17266,-LCB,F,Y,MATT062,5/10/2006,4/1/2013
1603-17267,-FCn,F,Y,MATT062,5/10/2006,5/11/2006
1603-17269,-PCP,F,Y,PINE063,5/12/2006,11/14/2006
1603-17271,H-RCG,F,Y,NPOL062,5/14/2006,4/13/2011
1573-66539,CP-H,F,Y,WCOP043,5/20/2004,8/12/2004
1603-17273,H-HCG,F,Y,NPOL062,5/14/2006,8/10/2006
1603-17249,-PCH,F,Y,LOPZ061,5/7/2006,10/16/2007
1603-17276,-GCn,F,Y,SHIC063,5/15/2006,5/15/2006
1603-17277,H-LCH,F,Y,SAND063,5/15/2006,10/15/2008
1603-17278,H-FCH,F,Y,SAND063,5/15/2006,5/14/2008
1603-17279,H-ACH,F,Y,SAND063,5/15/2006,8/16/2007
1603-17290,-OCn,F,Y,ANGL062,5/20/2006,6/14/2006
1603-17291,-LCn,F,Y,ANGL062,5/20/2006,7/4/2006
1603-17293,-ACn,F,Y,ANGL062,5/20/2006,5/21/2006
1603-17299,-HCn,F,Y,MCBY062,5/23/2006,6/1/2006
1603-17300,-BCn,F,Y,MCBY062,5/23/2006,6/1/2006
1603-17272,H-GCG,F,Y,NPOL062,5/14/2006,1/15/2008
1603-17229,-GCA,F,Y,CURY061,5/3/2006,10/16/2007
1603-16699,-GCO,F,Y,POLA062,4/28/2006,8/10/2006
1603-17205,-GCL,F,Y,SCOB061,4/30/2006,7/13/2006
1603-17208,-PCL,F,Y,TRTL061,4/27/2006,1/10/2007
1603-17213,-OCn,F,Y,PEWE061,5/1/2006,5/2/2006
1603-17214,-LCL,F,Y,PEWE061,5/1/2006,11/14/2006
1603-17215,-FCL,F,Y,PEWE061,5/1/2006,5/16/2007
1603-17218,-RCF,F,Y,CACT061,5/1/2006,7/13/2006
1603-17220,-LCP,F,Y,BUBO061,4/30/2006,12/13/2006
1603-17221,-FCP,F,Y,BUBO061,4/30/2006,9/11/2006
1603-17251,-LCn,F,Y,SPIN062,5/9/2006,7/1/2006
1603-17227,-WCA,F,Y,CURY061,5/3/2006,7/19/2007
1603-17250,-OCO,F,Y,SPIN062,5/9/2006,7/13/2006
1603-17230,-HCA,F,Y,SCRP061,5/4/2006,8/10/2006
1603-17231,-BCA,F,Y,SCRP061,5/4/2006,10/16/2007
1603-17232,-PCA,F,Y,SCRP061,5/4/2006,10/19/2006
1603-17238,-LCn,F,Y,SFLS063,5/7/2006,6/28/2006
1603-17239,-FCF,F,Y,SFLS063,5/7/2006,9/17/2014
1603-17242,-FCA,F,Y,SR70061,5/6/2006,8/16/2007
1603-17243,-ACA,F,Y,SR70061,5/6/2006,1/15/2008
1603-17247,-HCn,F,Y,LOPZ061,5/7/2006,5/7/2006
1603-17248,-GCH,F,Y,LOPZ061,5/7/2006,4/13/2011
1603-17405,-HCL,F,Y,SFRR062,5/24/2006,9/16/2015
1603-17225,-BCF,F,Y,NXRD061,5/5/2006,7/13/2006
1603-51142,CHn-,F,Y,REED072,5/25/2007,5/25/2007
1603-17401,-PCn,F,Y,MCBY062,5/23/2006,5/25/2006
1603-51110,CFn-,F,Y,CACT071,5/11/2007,5/12/2007
1603-51114,CHn-,F,Y,ANGL071,5/13/2007,7/6/2007
1603-51115,CBn-,F,Y,PINE071,5/14/2007,5/14/2007
1603-51116,CPn-,F,Y,PINE071,5/14/2007,5/14/2007
1603-51119,CAn-,F,Y,SCRP072,5/15/2007,6/13/2007
1603-51130,CGn-,F,Y,SCUT072,5/16/2007,7/17/2007
1603-51132,CFO-,F,Y,SHIC072,5/20/2007,4/1/2013
1603-51133,CHn-,F,Y,JERE073,5/22/2007,6/27/2007
1603-17498,CAn-,F,Y,PLAZ071,5/6/2007,5/6/2007
1603-51141,CGH-,F,Y,REED072,5/25/2007,8/18/2008
1603-17497,CfHW-,F,Y,PLAZ071,5/6/2007,10/14/2015
1603-51143,CBn-,F,Y,REED072,5/25/2007,6/8/2007
1603-51144,CPn-,F,Y,REED072,5/25/2007,5/25/2007
1603-51150,CRA-,F,Y,WSIX072,6/4/2007,8/22/2012
1603-51173,-CnP,F,Y,SLAK081,4/17/2008,4/19/2008
1603-51174,-CRY,F,Y,CHET081,4/17/2008,6/11/2009
1603-51185,-CGG,F,Y,NSWL081,4/20/2008,12/16/2009
1603-51195,-CWA,F,Y,WARY081,4/21/2008,7/18/2012
1603-51196,-CGL,F,Y,SWSE081,4/22/2008,4/16/2013
1603-51197,-CnH,F,Y,SWSE081,4/22/2008,6/2/2008
1603-51199,-CnL,F,Y,ASPH081,4/23/2008,5/14/2008
1603-51134,CBn-,F,Y,JERE073,5/22/2007,5/30/2007
1603-17462,CHW-,F,Y,SLAK071,4/23/2007,7/11/2008
1603-16688,-FCB,F,Y,SFLA061,4/28/2006,10/16/2007
1603-17406,-BCL,F,Y,SFRR062,5/24/2006,6/13/2007
1603-17407,H-PCP,F,Y,N7RD062,5/26/2006,12/14/2011
1603-17408,H-OCP,F,Y,N7RD062,5/26/2006,7/19/2007
1603-17410,H-FCP,F,Y,N7RD062,5/26/2006,5/13/2013
1603-17412,-RCn,F,Y,MERL063,5/27/2006,6/15/2006
1603-17415,H-BCB,F,Y,CATE061,5/28/2006,9/18/2013
1603-17416,-OCn,F,Y,TP39064,5/30/2006,7/1/2006
1603-17417,-PCF,F,Y,TP39064,5/30/2006,7/13/2006
1603-51109,CLn-,F,Y,CACT071,5/11/2007,5/17/2007
1603-17423,-OCG,F,Y,WAHO062,6/9/2006,7/19/2007
1603-17402,H-WCP,F,Y,NMBY062,5/25/2006,2/15/2012
1603-17468,CWn-,F,Y,SHED071,4/28/2007,5/7/2007
1603-17474,COn-,F,Y,SFLS071,5/4/2007,5/4/2007
1603-17480,CRn-,F,Y,SCOP071,5/5/2007,5/16/2007
1603-17482,CHn-,F,Y,SFLC071,5/4/2007,5/4/2007
1603-17483,CBn-,F,Y,SFLC071,5/4/2007,5/9/2007
1603-17487,CFn-,F,Y,VALL071,5/5/2007,5/5/2007
1603-17488,CAn-,F,Y,VALL071,5/5/2007,5/5/2007
1603-17490,CRn-,F,Y,DICE072,5/5/2007,5/5/2007
1603-17493,CBn-,F,Y,SFLA071,5/4/2007,6/5/2007
1603-17496,CLW-,F,Y,PLAZ071,5/6/2007,4/15/2008
1603-17418,-LCn,F,Y,BECK062,6/3/2006,6/14/2006
1573-97939,HCL-,F,Y,MERL051,5/1/2005,7/13/2006
1573-97971,PCn-,F,Y,BIGL052,5/8/2005,5/18/2005
1573-97922,BCH-,F,Y,XRDS051,4/26/2005,11/14/2005
1573-97926,LCn-,F,Y,SFLC052,4/28/2005,5/5/2005
1573-97927,FCn-,F,Y,SFLC052,4/28/2005,4/28/2005
1573-97929,WCP-,F,Y,SFLA051,4/29/2005,6/23/2005
1573-97930,RCn-,F,Y,SFLA051,4/29/2005,6/5/2005
1573-97933,RCO-,F,Y,N7RD051,5/2/2005,5/10/2006
1573-97934,GCO-,F,Y,N7RD051,5/2/2005,6/13/2007
1573-97936,WCn-,F,Y,MERL051,5/1/2005,5/20/2005
1573-97920,GCn-,F,Y,SCOP051,4/29/2005,5/12/2005
1573-97938,GCL-,F,Y,MERL051,5/1/2005,6/23/2005
1573-97919,RCn-,F,Y,SCOP051,4/29/2005,6/8/2005
1573-97940,LCH-,F,Y,ANGL051,5/2/2005,4/12/2006
1573-97941,FCH-,F,Y,ANGL051,5/2/2005,6/16/2008
1573-97943,OCB-,F,Y,POLA052,4/30/2005,12/12/2005
1573-97945,FCB-,F,Y,POLA052,4/30/2005,4/12/2006
1573-97960,BCP-,F,Y,MITA051,5/7/2005,10/16/2007
1573-97962,FCW-,F,Y,MATT051,5/9/2005,7/19/2007
1573-97966,OCn-,F,Y,SCRP051,5/3/2005,5/3/2005
1573-97967,LCn-,F,Y,HICE051,5/8/2005,5/13/2005
1573-97969,ACO-,F,Y,HICE051,5/8/2005,8/10/2006
1603-16693,-HCP,F,Y,LARR061,4/26/2006,9/11/2007
1573-97937,RCL-,F,Y,MERL051,5/1/2005,2/15/2006
1573-66582,RCn-,F,Y,DICE051,4/18/2005,5/11/2005
1573-66547,CA-n,F,Y,NSWL042,6/2/2004,6/5/2004
1573-66550,CG-n,F,Y,ANGL042,6/2/2004,6/2/2004
1713-89776,RQL-,F,Y,ANGB151,4/24/2015,10/14/2015
1573-66552,CR-n,F,Y,N18E042,6/7/2004,6/14/2004
1573-66553,CG-n,F,Y,N18E042,6/7/2004,6/15/2004
1573-66555,CW-A,F,Y,ANNI044,6/8/2004,8/12/2004
1573-66556,CR-A,F,Y,ANNI044,6/8/2004,4/12/2005
1573-66559,CG-B,F,Y,SWAL042,6/7/2004,8/15/2005
1573-66560,CH-B,F,Y,SWAL042,6/7/2004,9/13/2004
1573-97921,HCn-,F,Y,SCOP051,4/29/2005,4/29/2005
1573-66566,CL-O,F,Y,BIGL042,6/15/2004,10/14/2015
1573-97972,FCn-,F,Y,BUBO051,5/10/2005,7/1/2005
1573-66588,LCW-,F,Y,EBAY051,4/21/2005,11/14/2005
1573-66591,RCR-,F,Y,SLAK051,4/20/2005,10/15/2008
1573-66592,GCR-,F,Y,SLAK051,4/20/2005,6/11/2009
1573-66594,HCR-,F,Y,CTRN051,4/22/2005,8/12/2015
1573-66595,BCR-,F,Y,CTRN051,4/22/2005,3/13/2008
1573-97902,FCR-,F,Y,CRSN051,4/26/2005,5/16/2007
1573-97905,RCG-,F,Y,N18E052,5/1/2005,6/20/2005
1573-97908,BCG-,F,Y,FENC051,4/30/2005,8/15/2005
1573-97912,RCH-,F,Y,WSIX051,4/30/2005,4/12/2006
1573-97913,GCH-,F,Y,WSIX051,4/30/2005,4/18/2007
1573-66562,CP-O,F,Y,SFLA043,6/11/2004,4/12/2005
1603-16663,-WCG,F,Y,WSIX061,4/25/2006,1/18/2012
1573-97970,BCn-,F,Y,BIGL052,5/8/2005,7/14/2005
1603-16644,-PCW,F,Y,DICE061,4/22/2006,8/16/2007
1603-16645,-OCW,F,Y,DICE061,4/22/2006,4/15/2008
1603-16646,-LCn,F,Y,DICE061,4/22/2006,4/22/2006
1603-16648,-RCR,F,Y,XRDS061,4/22/2006,11/14/2012
1603-16649,-GCn,F,Y,XRDS061,4/22/2006,4/22/2006
1603-16652,-PCR,F,Y,CRSM061,4/23/2006,4/15/2008
1603-16654,-LCR,F,Y,SCUT061,4/22/2006,5/16/2007
1603-16655,-FCR,F,Y,SCUT061,4/22/2006,9/11/2006
1603-16641,-GCW,F,Y,SLAK061,4/16/2006,2/16/2011
1603-16658,-ACW,F,Y,BIGL061,4/23/2006,8/10/2006
1603-16630,FCn-,F,Y,LINX052,6/26/2005,7/14/2005
1603-16664,-RCG,F,Y,WSIX061,4/25/2006,8/10/2006
1603-16667,H-LCW,F,Y,SWSE061,4/25/2006,7/13/2006
1603-16671,-WCH,F,Y,COPS061,4/28/2006,10/14/2009
1603-16678,-FCH,F,Y,WCUL061,4/25/2006,2/18/2010
1603-16679,-ACH,F,Y,WCUL061,4/25/2006,9/11/2006
1603-16683,-HCB,F,Y,LARY061,4/26/2006,12/10/2008
1603-16685,-PCB,F,Y,PLAZ061,4/26/2006,6/16/2006
1603-16686,-OCB,F,Y,PLAZ061,4/26/2006,5/13/2009
1603-16687,-LCn,F,Y,SFLA061,4/28/2006,4/28/2006
1453-78315,-LZO,F,Y,EBAY961,5/9/1996,8/10/1996
1603-16657,-FCW,F,Y,BIGL061,4/23/2006,2/13/2008
1573-97989,ACP-,F,Y,CHOB052,5/14/2005,11/14/2005
1573-97973,ACL-,F,Y,BUBO051,5/10/2005,4/16/2014
1573-97974,BCF-,F,Y,WCOP051,5/11/2005,7/13/2006
1573-97975,PCF-,F,Y,WCOP051,5/11/2005,9/12/2005
1573-97977,LCA-,F,Y,JERE052,5/12/2005,8/15/2005
1573-97978,FCA-,F,Y,JERE052,5/12/2005,10/11/2005
1573-97979,ACn-,F,Y,JERE052,5/12/2005,5/13/2005
1573-97981,PCn-,F,Y,SCUT052,5/11/2005,5/11/2005
1573-97982,OCn-,F,Y,SCUT052,5/11/2005,6/29/2005
1573-97985,OCL-,F,Y,PINE051,5/14/2005,7/5/2005
1603-16642,-HCW,F,Y,SLAK061,4/16/2006,8/16/2007
1573-97988,FCP-,F,Y,CHOB052,5/14/2005,9/12/2005
1603-16689,-ACn,F,Y,SFLA061,4/28/2006,5/5/2006
1573-97991,RCF-,F,Y,WLIN051,5/15/2005,7/17/2009
1573-97996,LCn-,F,Y,PLAZ053,5/18/2005,5/18/2005
1573-97997,FCL-,F,Y,PLAZ053,5/18/2005,9/11/2007
1573-97998,ACn-,F,Y,PLAZ053,5/18/2005,5/18/2005
1603-16604,WCB-,F,Y,SAND054,5/26/2005,3/18/2010
1603-16606,GCB-,F,Y,SAND054,5/26/2005,8/10/2006
1603-16607,WCn-,F,Y,LARR052,5/29/2005,6/3/2005
1603-16620,WCA-,F,Y,CHOP054,6/13/2005,7/11/2008
1603-16622,GCn-,F,Y,CHOP054,6/13/2005,6/15/2005
1603-16629,LCF-,F,Y,LINX052,6/26/2005,9/12/2005
1573-97986,LCL-,F,Y,PINE051,5/14/2005,4/12/2006
1063-43181,BC-n,F,Y,EBAY022,6/2/2002,6/13/2002
1063-43119,LC-Y,F,Y,SWAL023,5/9/2002,7/11/2003
1063-43120,FC-Y,F,Y,SWAL023,5/9/2002,5/11/2005
1063-43124,OC-L,F,Y,CHOP022,5/13/2002,8/13/2002
1063-43125,LC-L,F,Y,ELIN021,5/13/2002,11/7/2007
1063-43126,FC-n,F,Y,ELIN021,5/13/2002,5/13/2002
1713-49318,BC-fHW,F,Y,FENC022,5/20/2002,8/12/2013
1063-43137,GC-n,F,Y,NWES022,5/24/2002,7/11/2002
