ID,Band,AcID,FirstYr,FirstDateBred,LastObsDate,AgeFirstBreed,AgeKnown,Sex,SexInd,Days
G-AM,1453-57408,3800,1993,3/8/1993,10/11/1997,2,N,M,1,1678
G-AM,1453-57408,3800,1993,3/8/1993,10/11/1997,2,N,M,1,1678
Y-RM,1453-57411,3803,1992,2/1/1992,5/14/2003,1,N,M,1,4120
L-FC,1453-57435,3827,1993,3/19/1993,6/23/1993,2,N,M,1,96
L-FC,1453-57435,3827,1993,3/19/1993,6/23/1993,2,N,M,1,96
F-RC,1453-57436,3828,1993,3/19/1993,1/10/1997,2,N,M,1,1393
Z-WR,1453-63509,3902,1998,4/15/1998,11/14/2005,5,Y,M,1,2770
Z-RR,1453-63510,3903,1995,4/28/1995,12/13/2004,2,Y,M,1,3517
Z-AF,1453-63514,3907,1994,4/10/1994,12/12/1994,1,Y,M,1,246
Z-WL,1453-63518,3911,1995,5/1/1995,12/13/1997,2,Y,M,1,957
Z-OG,1453-63524,3917,1996,4/9/1996,1/10/2007,3,Y,M,1,3928
Z-AG,1453-63527,3920,1995,4/10/1995,12/10/2002,2,Y,M,1,2801
Z-AG,1453-63527,3920,1995,4/10/1995,12/10/2002,2,Y,M,1,2801
Z-AG,1453-63527,3920,1995,4/10/1995,12/10/2002,2,Y,M,1,2801
Z-GY,1453-63530,3922,1995,4/22/1995,6/14/2001,2,Y,M,1,2245
Z-GY,1453-63530,3922,1995,4/22/1995,6/14/2001,2,Y,M,1,2245
Z-YW,1453-63539,3931,1996,4/4/1996,8/18/2003,3,Y,M,1,2692
Z-YW,1453-63539,3931,1996,4/4/1996,8/18/2003,3,Y,M,1,2692
Z-GP,1453-63559,3951,1995,5/6/1995,4/10/2002,2,Y,M,1,2531
Z-AP,1453-63561,3953,1997,3/21/1997,7/10/1997,4,Y,M,1,111
Z-PL,1453-63592,3984,1995,4/26/1995,8/10/2000,2,Y,M,1,1933
Z-OL,1453-63593,3985,1995,4/23/1995,9/11/1995,2,Y,M,1,141
Z-OL,1453-63593,3985,1995,4/23/1995,9/11/1995,2,Y,M,1,141
UZ-OA,1453-63609,4001,1996,4/6/1996,9/11/2006,3,Y,M,1,3810
UZ-OA,1453-63609,4001,1996,4/6/1996,9/11/2006,3,Y,M,1,3810
UZ-OA,1453-63609,4001,1996,4/6/1996,9/11/2006,3,Y,M,1,3810
Z-GA,1453-63663,4055,1997,3/19/1997,7/15/2004,4,Y,M,1,2675
Z-GA,1453-63663,4055,1997,3/19/1997,7/15/2004,4,Y,M,1,2675
Z-GA,1453-63663,4055,1997,3/19/1997,7/15/2004,4,Y,M,1,2675
Z-GA,1453-63663,4055,1997,3/19/1997,7/15/2004,4,Y,M,1,2675
Z-FL,1453-63667,4059,1995,4/27/1995,10/10/2002,2,Y,M,1,2723
Z-WG,1453-63676,4068,1996,4/1/1996,12/13/1997,3,Y,M,1,621
P-MG,1453-63691,4083,1995,4/11/1995,12/12/1995,3,N,M,1,245
Z-GL,1453-63697,4089,1994,2/1/1994,11/12/2008,1,Y,M,1,5398
G-PM,1453-72701,4095,1994,3/25/1994,9/11/2006,2,N,M,1,4553
B-GM,1453-72706,4100,1994,4/28/1994,7/14/1994,2,N,M,1,77
P-WM,1453-72707,4101,1995,4/25/1995,10/18/1995,3,N,M,1,176
P-WM,1453-72707,4101,1995,4/25/1995,10/18/1995,3,N,M,1,176
ZO-G,1453-72724,4118,1996,4/7/1996,6/12/1996,2,Y,M,1,66
ZL-G,1453-72725,4119,1996,3/31/1996,1/13/2000,2,Y,M,1,1383
ZO-R,1453-72734,4128,1996,4/8/1996,3/17/1998,2,Y,M,1,708
ZL-R,1453-72735,4129,1996,4/21/1996,5/14/2003,2,Y,M,1,2579
ZL-R,1453-72735,4129,1996,4/21/1996,5/14/2003,2,Y,M,1,2579
ZY-B,1453-72740,4134,1996,4/3/1996,4/18/2007,2,Y,M,1,4032
ZL-W,1453-72748,4142,1996,5/1/1996,3/13/2001,2,Y,M,1,1777
-ORZ,1453-72755,4149,1992,4/14/1992,9/11/2000,2,Y,M,1,3072
-ORZ,1453-72755,4149,1992,4/14/1992,9/11/2000,2,Y,M,1,3072
ZW-G,1453-72778,4172,1996,4/11/1996,1/14/1998,2,Y,M,1,643
ZW-G,1453-72778,4172,1996,4/11/1996,1/14/1998,2,Y,M,1,643
ZP-Y,1453-72784,4178,1996,5/6/1996,5/14/2001,2,Y,M,1,1834
ZF-P,1453-78041,4335,2000,3/17/2000,4/11/2003,6,Y,M,1,1120
ZF-P,1453-78041,4335,2000,3/17/2000,4/11/2003,6,Y,M,1,1120
ZF-P,1453-78041,4335,2000,3/17/2000,4/11/2003,6,Y,M,1,1120
ZF-P,1453-78041,4335,2000,3/17/2000,4/11/2003,6,Y,M,1,1120
ZF-P,1453-78041,4335,2000,3/17/2000,4/11/2003,6,Y,M,1,1120
P-YM,1453-78050,4344,1996,4/8/1996,8/10/1996,3,N,M,1,124
P-YM,1453-78050,4344,1996,4/8/1996,8/10/1996,3,N,M,1,124
P-YM,1453-78050,4344,1996,4/8/1996,8/10/1996,3,N,M,1,124
ZF-B,1453-78056,4350,1996,4/28/1996,12/13/1997,2,Y,M,1,594
P-PM,1453-78065,4359,1995,4/9/1995,2/12/1996,2,N,M,1,309
ZY-O,1453-78066,4360,1996,5/3/1996,1/13/2005,2,Y,M,1,3177
ZO-O,1453-78067,4361,1996,3/30/1996,12/13/2004,2,Y,M,1,3180
ZO-O,1453-78067,4361,1996,3/30/1996,12/13/2004,2,Y,M,1,3180
ZO-O,1453-78067,4361,1996,3/30/1996,12/13/2004,2,Y,M,1,3180
ZL-O,1453-78068,4362,1997,4/28/1997,12/10/2008,3,Y,M,1,4244
P-OM,1453-78069,4363,1995,4/14/1995,1/13/2003,2,N,M,1,2831
P-OM,1453-78069,4363,1995,4/14/1995,1/13/2003,2,N,M,1,2831
B-AC,1453-78100,4394,1996,4/6/1996,4/14/1999,3,N,M,1,1103
B-AC,1453-78100,4394,1996,4/6/1996,4/14/1999,3,N,M,1,1103
A-YC,1453-78102,4396,1997,3/23/1997,4/10/1997,4,N,M,1,18
ZO-L,1453-78107,4401,1997,4/15/1997,9/18/1999,3,Y,M,1,886
ZO-L,1453-78107,4401,1997,4/15/1997,9/18/1999,3,Y,M,1,886
ZO-L,1453-78107,4401,1997,4/15/1997,9/18/1999,3,Y,M,1,886
B-BM,1453-78115,4409,1995,5/4/1995,6/13/1995,2,N,M,1,40
B-BM,1453-78115,4409,1995,5/4/1995,6/13/1995,2,N,M,1,40
OZG-,1453-78120,4414,1996,4/21/1996,2/18/1998,1,Y,M,1,668
OZG-,1453-78120,4414,1996,4/21/1996,2/18/1998,1,Y,M,1,668
OZG-,1453-78120,4414,1996,4/21/1996,2/18/1998,1,Y,M,1,668
WZW-,1453-78122,4416,1998,4/13/1998,2/10/2003,3,Y,M,1,1764
GZW-,1453-78124,4418,1997,3/30/1997,1/14/1998,2,Y,M,1,290
YZW-,1453-78125,4419,1997,3/28/1997,12/14/1998,2,Y,M,1,626
YZW-,1453-78125,4419,1997,3/28/1997,12/14/1998,2,Y,M,1,626
YZW-,1453-78125,4419,1997,3/28/1997,12/14/1998,2,Y,M,1,626
YZW-,1453-78125,4419,1997,3/28/1997,12/14/1998,2,Y,M,1,626
FZY-,1453-78136,4430,1997,4/1/1997,1/14/1998,2,Y,M,1,288
FZY-,1453-78136,4430,1997,4/1/1997,1/14/1998,2,Y,M,1,288
AZY-,1453-78137,4431,1997,4/15/1997,4/11/2000,2,Y,M,1,1092
AZY-,1453-78137,4431,1997,4/15/1997,4/11/2000,2,Y,M,1,1092
BZY-,1453-78151,4444,1997,3/31/1997,1/14/1998,2,Y,M,1,289
BZY-,1453-78151,4444,1997,3/31/1997,1/14/1998,2,Y,M,1,289
GZB-,1453-78163,4456,1999,4/3/1999,8/10/2000,4,Y,M,1,495
O-OM,1453-78180,4473,1996,4/6/1996,3/10/1997,3,N,M,1,338
AZR-,1453-78228,4521,1997,4/18/1997,9/11/1998,2,Y,M,1,511
YZB-,1453-78231,4524,1997,4/11/1997,5/14/2001,2,Y,M,1,1494
YZB-,1453-78231,4524,1997,4/11/1997,5/14/2001,2,Y,M,1,1494
-GZP,1453-78254,4547,1997,4/16/1997,7/10/1997,1,Y,M,1,85
-BZR,1453-78267,4559,1999,3/15/1999,8/13/2002,3,Y,M,1,1247
-BZR,1453-78267,4559,1999,3/15/1999,8/13/2002,3,Y,M,1,1247
-BZR,1453-78267,4559,1999,3/15/1999,8/13/2002,3,Y,M,1,1247
-LZG,1453-78279,4572,1999,3/16/1999,11/13/1999,3,Y,M,1,242
-LZG,1453-78279,4572,1999,3/16/1999,11/13/1999,3,Y,M,1,242
-OZY,1453-78287,4580,1999,3/18/1999,6/14/2001,3,Y,M,1,819
-YZB,1453-78292,4585,1999,3/8/1999,1/13/2000,3,Y,M,1,311
-PZL,1453-78321,4612,1999,3/16/1999,5/10/2000,3,Y,M,1,421
-PZL,1453-78321,4612,1999,3/16/1999,5/10/2000,3,Y,M,1,421
-WZR,1453-78326,4617,1998,5/1/1998,7/16/1998,2,Y,M,1,76
-LZA,1453-78345,4636,1999,3/30/1999,4/14/1999,3,Y,M,1,15
SAO-,1453-78352,4643,1990,4/25/1990,1/14/1998,3,Y,M,1,2821
-LZW,1453-78356,4647,2001,4/4/2001,6/14/2004,5,Y,M,1,1167
-LZW,1453-78356,4647,2001,4/4/2001,6/14/2004,5,Y,M,1,1167
Y-PM,1453-78366,4658,1996,4/9/1996,5/11/1999,2,N,M,1,1127
-RZY,1453-78370,4662,1998,5/2/1998,8/9/2001,2,Y,M,1,1195
-RZY,1453-78370,4662,1998,5/2/1998,8/9/2001,2,Y,M,1,1195
B-FM,1453-78388,4681,1997,3/21/1997,7/14/1999,3,N,M,1,845
B-FM,1453-78388,4681,1997,3/21/1997,7/14/1999,3,N,M,1,845
-RZF,1453-78393,4686,2001,4/14/2001,9/12/2001,5,Y,M,1,151
ZFF-U,1513-02004,4695,1999,3/25/1999,5/16/2007,2,Y,M,1,2974
ZFF-U,1513-02004,4695,1999,3/25/1999,5/16/2007,2,Y,M,1,2974
U-WZB,1513-02430,4697,1999,3/9/1999,8/10/2000,3,Y,M,1,520
U-WZB,1513-02430,4697,1999,3/9/1999,8/10/2000,3,Y,M,1,520
U-WZB,1513-02430,4697,1999,3/9/1999,8/10/2000,3,Y,M,1,520
RR-C,1513-50111,4708,2001,4/18/2001,7/11/2008,2,Y,M,1,2641
PY-C,1713-49018,4739,2001,4/6/2001,8/17/2011,2,Y,M,1,3785
OW-C,1513-50157,4754,2001,5/7/2001,7/12/2001,2,Y,M,1,66
YP-C,1513-50302,4800,2002,3/30/2002,6/14/2006,3,Y,M,1,1537
YP-C,1513-50302,4800,2002,3/30/2002,6/14/2006,3,Y,M,1,1537
RA-C,1513-50315,4813,2002,3/17/2002,12/13/2006,3,Y,M,1,1732
RA-C,1513-50315,4813,2002,3/17/2002,12/13/2006,3,Y,M,1,1732
Z-WY,1513-50330,4828,1996,4/27/1996,7/12/2001,3,Y,M,1,1902
Z-WY,1513-50330,4828,1996,4/27/1996,7/12/2001,3,Y,M,1,1902
RB-C,1513-50358,4856,2004,3/22/2004,8/12/2004,5,Y,M,1,143
R-OQ,1513-50384,4882,2001,3/16/2001,7/11/2008,3,N,M,1,2674
R-OQ,1513-50384,4882,2001,3/16/2001,7/11/2008,3,N,M,1,2674
R-OQ,1513-50384,4882,2001,3/16/2001,7/11/2008,3,N,M,1,2674
-OWC,1513-50391,4889,2002,3/21/2002,4/12/2005,2,Y,M,1,1118
-GGC,1513-50706,4906,2002,4/9/2002,11/11/2004,2,Y,M,1,947
-RWC,1513-50717,4917,2005,4/16/2005,12/12/2005,5,Y,M,1,240
-GYC,1513-50722,4922,2002,3/17/2002,8/18/2003,2,Y,M,1,519
-GYC,1513-50722,4922,2002,3/17/2002,8/18/2003,2,Y,M,1,519
-BYC,1513-50726,4926,2004,3/22/2004,11/18/2009,4,Y,M,1,2067
-BYC,1513-50726,4926,2004,3/22/2004,11/18/2009,4,Y,M,1,2067
-BYC,1513-50726,4926,2004,3/22/2004,11/18/2009,4,Y,M,1,2067
-BYC,1513-50726,4926,2004,3/22/2004,11/18/2009,4,Y,M,1,2067
-BYC,1513-50726,4926,2004,3/22/2004,11/18/2009,4,Y,M,1,2067
-BYC,1513-50726,4926,2004,3/22/2004,11/18/2009,4,Y,M,1,2067
-BYC,1513-50726,4926,2004,3/22/2004,11/18/2009,4,Y,M,1,2067
-LYC,1513-50732,4932,2002,4/6/2002,7/20/2011,2,Y,M,1,3392
-LYC,1513-50732,4932,2002,4/6/2002,7/20/2011,2,Y,M,1,3392
-PPC,1513-50746,4946,2002,3/22/2002,7/14/2005,2,Y,M,1,1210
-ORC,1513-50792,4993,2002,4/11/2002,5/13/2002,2,Y,M,1,32
-LWC,1513-50798,4999,2002,3/19/2002,2/16/2011,2,Y,M,1,3256
G-BQ,1513-50799,5000,2001,4/24/2001,1/15/2008,3,N,M,1,2457
G-BQ,1513-50799,5000,2001,4/24/2001,1/15/2008,3,N,M,1,2457
G-BQ,1513-50799,5000,2001,4/24/2001,1/15/2008,3,N,M,1,2457
BWC-,1513-50904,5007,2008,3/12/2008,11/18/2009,7,Y,M,1,616
BWC-,1513-50904,5007,2008,3/12/2008,11/18/2009,7,Y,M,1,616
WBC-,1513-50931,5034,2004,3/26/2004,9/11/2006,3,Y,M,1,899
YPC-,1513-50942,5045,2003,4/1/2003,6/13/2007,2,Y,M,1,1534
YPC-,1513-50942,5045,2003,4/1/2003,6/13/2007,2,Y,M,1,1534
YPC-,1513-50942,5045,2003,4/1/2003,6/13/2007,2,Y,M,1,1534
FBC-,1513-50975,5078,2003,4/5/2003,6/11/2003,2,Y,M,1,67
FBC-,1513-50975,5078,2003,4/5/2003,6/11/2003,2,Y,M,1,67
ABC-,1513-50976,5079,2003,4/12/2003,7/11/2003,2,Y,M,1,90
ABC-,1513-50976,5079,2003,4/12/2003,7/11/2003,2,Y,M,1,90
PRC-,1513-50981,5084,2003,4/4/2003,1/13/2005,2,Y,M,1,650
PRC-,1513-50981,5084,2003,4/4/2003,1/13/2005,2,Y,M,1,650
ORC-,1513-50982,5085,2003,5/9/2003,7/11/2008,2,Y,M,1,1890
BLC-,1513-50991,5094,2003,4/14/2003,5/11/2004,2,Y,M,1,393
BLC-,1513-50991,5094,2003,4/14/2003,5/11/2004,2,Y,M,1,393
LGC-,1513-50993,5096,2003,4/4/2003,7/11/2008,2,Y,M,1,1925
CW-GU,1573-65071,5106,2005,4/25/2005,6/16/2008,3,Y,M,1,1148
L-WQ,1573-65905,5111,2004,3/25/2004,3/15/2009,2,N,M,1,1816
L-RQ,1573-65910,5116,2004,3/20/2004,10/15/2008,2,N,M,1,1670
CP-W,1573-65916,5122,2008,3/30/2008,8/18/2008,4,Y,M,1,141
CP-R,1573-65925,5131,2006,4/13/2006,11/18/2009,2,Y,M,1,1315
CB-G,1573-65934,5140,2009,3/26/2009,7/20/2011,5,Y,M,1,846
CL-H,1573-65948,5154,2007,4/18/2007,1/20/2010,3,Y,M,1,1008
CW-B,1713-49323,5155,2006,4/9/2006,6/17/2015,2,Y,M,1,3356
CW-B,1713-49323,5155,2006,4/9/2006,6/17/2015,2,Y,M,1,3356
CW-P,1573-65957,5163,2006,4/5/2006,5/13/2013,2,Y,M,1,2595
CW-O,1573-65966,5173,2006,4/1/2006,1/15/2008,2,Y,M,1,654
CR-O,1573-65967,5174,2006,3/23/2006,1/15/2008,2,Y,M,1,663
CR-O,1573-65967,5174,2006,3/23/2006,1/15/2008,2,Y,M,1,663
CR-O,1573-65967,5174,2006,3/23/2006,1/15/2008,2,Y,M,1,663
CA-P,1573-65975,5182,2006,4/2/2006,9/11/2007,2,Y,M,1,527
CfH=L,1713-49396,5194,2006,3/28/2006,6/17/2015,2,Y,M,1,3368
CfH=L,1713-49396,5194,2006,3/28/2006,6/17/2015,2,Y,M,1,3368
CfH=L,1713-49396,5194,2006,3/28/2006,6/17/2015,2,Y,M,1,3368
CW-F,1573-65989,5196,2008,3/26/2008,4/15/2008,4,Y,M,1,20
CR-F,1573-65990,5197,2008,3/20/2008,7/11/2008,4,Y,M,1,113
CA-L,1573-66506,5216,2008,3/31/2008,9/16/2008,4,Y,M,1,169
CR-L,1573-66510,5220,2006,4/7/2006,8/10/2006,2,Y,M,1,125
CR-L,1573-66510,5220,2006,4/7/2006,8/10/2006,2,Y,M,1,125
CB-W,1573-66523,5233,2008,3/21/2008,2/15/2012,4,Y,M,1,1426
CL-G,1573-66092,5241,2009,4/6/2009,10/15/2014,5,Y,M,1,2018
CW-H,1573-66534,5244,2006,4/4/2006,6/16/2010,2,Y,M,1,1534
CG-A,1573-66557,5267,2006,4/3/2006,7/18/2012,2,Y,M,1,2298
CG-A,1573-66557,5267,2006,4/3/2006,7/18/2012,2,Y,M,1,2298
CH-A,1573-66558,5268,2007,4/6/2007,6/17/2015,3,Y,M,1,2994
CH-A,1573-66558,5268,2007,4/6/2007,6/17/2015,3,Y,M,1,2994
CH-A,1573-66558,5268,2007,4/6/2007,6/17/2015,3,Y,M,1,2994
CH-A,1573-66558,5268,2007,4/6/2007,6/17/2015,3,Y,M,1,2994
OCW-,1573-66587,5297,2008,3/25/2008,7/17/2009,3,Y,M,1,479
PCR-,1573-66596,5306,2008,3/29/2008,5/19/2010,3,Y,M,1,781
PCR-,1573-66596,5306,2008,3/29/2008,5/19/2010,3,Y,M,1,781
CO-A,1573-66598,5308,2010,3/29/2010,11/16/2011,6,Y,M,1,597
LCR-,1573-97901,5311,2008,3/24/2008,5/12/2014,3,Y,M,1,2240
LCR-,1573-97901,5311,2008,3/24/2008,5/12/2014,3,Y,M,1,2240
GCG-,1713-49397,5316,2007,4/19/2007,11/13/2013,2,Y,M,1,2400
GCG-,1713-49397,5316,2007,4/19/2007,11/13/2013,2,Y,M,1,2400
FCG-,1573-97916,5326,2008,3/25/2008,4/15/2008,3,Y,M,1,21
ACG-,1573-97917,5327,2007,4/16/2007,7/19/2007,2,Y,M,1,94
ACG-,1573-97917,5327,2007,4/16/2007,7/19/2007,2,Y,M,1,94
PCH-,1573-97923,5333,2008,3/28/2008,3/13/2013,3,Y,M,1,1811
WCO-,1713-13336,5342,2008,3/19/2008,5/13/2013,3,Y,M,1,1881
WCO-,1713-13336,5342,2008,3/19/2008,5/13/2013,3,Y,M,1,1881
LCB-,1573-97944,5354,2008,4/2/2008,6/16/2010,3,Y,M,1,805
CW-Y,1573-97951,5361,2007,4/19/2007,2/18/2010,3,Y,M,1,1036
CW-Y,1573-97951,5361,2007,4/19/2007,2/18/2010,3,Y,M,1,1036
CW-Y,1573-97951,5361,2007,4/19/2007,2/18/2010,3,Y,M,1,1036
Y=RC,1573-97954,5364,2008,3/6/2008,6/17/2015,5,N,M,1,2659
PCP-,1573-97961,5371,2008,3/29/2008,1/14/2009,3,Y,M,1,291
PCP-,1573-97961,5371,2008,3/29/2008,1/14/2009,3,Y,M,1,291
WCH=,1713-89767,5400,2012,4/9/2012,6/17/2015,7,Y,M,1,1164
WCH=,1713-89767,5400,2012,4/9/2012,6/17/2015,7,Y,M,1,1164
WCR-,1573-97993,5403,2007,4/18/2007,6/17/2015,2,Y,M,1,2982
WCR-,1573-97993,5403,2007,4/18/2007,6/17/2015,2,Y,M,1,2982
PCA-,1573-97999,5409,2008,3/25/2008,6/17/2015,3,Y,M,1,2640
RCB-,1603-16605,5415,2008,3/22/2008,7/11/2008,3,Y,M,1,111
RCB-,1603-16605,5415,2008,3/22/2008,7/11/2008,3,Y,M,1,111
HCB-,1603-16638,5448,2007,3/25/2007,10/15/2008,2,Y,M,1,570
-RCW,1603-16640,5450,2008,4/16/2008,1/14/2009,2,Y,M,1,273
-HCR,1603-16650,5460,2008,3/22/2008,8/18/2008,2,Y,M,1,149
-LCH,1603-16677,5487,2009,4/7/2009,9/16/2009,3,Y,M,1,162
-LCH,1603-16677,5487,2009,4/7/2009,9/16/2009,3,Y,M,1,162
-WCO,1603-16697,5507,2010,4/14/2010,9/19/2012,4,Y,M,1,889
-ACP,1603-17222,5532,2010,4/4/2010,6/16/2010,4,Y,M,1,73
-ACP,1603-17222,5532,2010,4/4/2010,6/16/2010,4,Y,M,1,73
-ACP,1603-17222,5532,2010,4/4/2010,6/16/2010,4,Y,M,1,73
-RCA,1713-49395,5538,2009,4/3/2009,6/17/2015,3,Y,M,1,2266
-LCA,1603-17241,5551,2008,3/27/2008,4/15/2015,2,Y,M,1,2575
-LCA,1603-17241,5551,2008,3/27/2008,4/15/2015,2,Y,M,1,2575
H-GCR,1603-17256,5566,2008,3/30/2008,1/14/2009,2,Y,M,1,290
H-PCR,1603-17259,5569,2010,3/29/2010,6/12/2013,4,Y,M,1,1171
H-GCB,1603-17413,5623,2010,4/11/2010,6/11/2014,4,Y,M,1,1522
H-GCB,1603-17413,5623,2010,4/11/2010,6/11/2014,4,Y,M,1,1522
H-RCO,1603-17422,5632,2012,4/1/2012,6/17/2015,6,Y,M,1,1172
H-RCO,1603-17422,5632,2012,4/1/2012,6/17/2015,6,Y,M,1,1172
H-RCO,1603-17422,5632,2012,4/1/2012,6/17/2015,6,Y,M,1,1172
-LCG,1603-17424,5634,2009,3/20/2009,6/11/2009,3,Y,M,1,83
H-GCO,1603-17440,5650,2010,4/2/2010,6/17/2015,4,Y,M,1,1902
H-GCO,1603-17440,5650,2010,4/2/2010,6/17/2015,4,Y,M,1,1902
H-RCL,1603-17443,5653,2011,4/13/2011,6/17/2015,5,Y,M,1,1526
H-GCL,1713-49329,5654,2010,3/20/2010,6/17/2015,4,Y,M,1,1915
H-GCL,1713-49329,5654,2010,3/20/2010,6/17/2015,4,Y,M,1,1915
H-GCL,1713-49329,5654,2010,3/20/2010,6/17/2015,4,Y,M,1,1915
Y-AQ,1603-17450,5660,2008,3/19/2008,7/14/2010,3,N,M,1,847
P-AQ,1603-17451,5661,2008,3/28/2008,9/19/2012,3,N,M,1,1636
P-AQ,1603-17451,5661,2008,3/28/2008,9/19/2012,3,N,M,1,1636
P-AQ,1603-17451,5661,2008,3/28/2008,9/19/2012,3,N,M,1,1636
P-AQ,1603-17451,5661,2008,3/28/2008,9/19/2012,3,N,M,1,1636
P-AQ,1603-17451,5661,2008,3/28/2008,9/19/2012,3,N,M,1,1636
G-PQ,1603-17452,5662,2007,5/9/2007,6/11/2009,2,N,M,1,764
L-AQ,1603-17453,5663,2007,3/20/2007,6/17/2015,2,N,M,1,3011
L-AQ,1603-17453,5663,2007,3/20/2007,6/17/2015,2,N,M,1,3011
L-AQ,1603-17453,5663,2007,3/20/2007,6/17/2015,2,N,M,1,3011
-GCB,1603-17458,5668,2008,3/28/2008,11/18/2009,2,Y,M,1,600
-GCB,1603-17458,5668,2008,3/28/2008,11/18/2009,2,Y,M,1,600
CRW-,1603-17460,5670,2010,4/1/2010,8/17/2011,3,Y,M,1,503
CRW-,1603-17460,5670,2010,4/1/2010,8/17/2011,3,Y,M,1,503
CBR-,1603-17472,5682,2010,4/14/2010,6/17/2015,3,Y,M,1,1890
CGP-,1603-51113,5723,2009,4/11/2009,8/17/2011,2,Y,M,1,858
CAO-,1603-51131,5741,2009,4/17/2009,6/11/2014,2,Y,M,1,1881
G-NW,1603-51162,5772,2008,3/16/2008,10/19/2011,2,N,M,1,1312
G-NW,1603-51162,5772,2008,3/16/2008,10/19/2011,2,N,M,1,1312
CRR-,1603-51163,5773,2010,4/4/2010,9/15/2010,3,Y,M,1,164
CRR-,1603-51163,5773,2010,4/4/2010,9/15/2010,3,Y,M,1,164
CRR-,1603-51163,5773,2010,4/4/2010,9/15/2010,3,Y,M,1,164
P-NG,1603-51164,5774,2008,4/12/2008,7/17/2009,2,N,M,1,461
-CWY,1603-51171,5781,2010,4/1/2010,8/13/2014,2,Y,M,1,1595
-CWY,1603-51171,5781,2010,4/1/2010,8/13/2014,2,Y,M,1,1595
-CWY,1603-51171,5781,2010,4/1/2010,8/13/2014,2,Y,M,1,1595
-CWL,1603-51179,5789,2011,4/2/2011,1/16/2013,3,Y,M,1,655
-CRH,1603-51181,5791,2011,3/15/2011,8/22/2012,3,Y,M,1,526
-CRH,1603-51181,5791,2011,3/15/2011,8/22/2012,3,Y,M,1,526
-CRA,1603-51182,5792,2011,3/28/2011,10/16/2013,3,Y,M,1,933
-CRA,1603-51182,5792,2011,3/28/2011,10/16/2013,3,Y,M,1,933
-CRA,1603-51182,5792,2011,3/28/2011,10/16/2013,3,Y,M,1,933
-CGB,1603-51187,5797,2010,4/1/2010,6/17/2015,2,Y,M,1,1903
-CGB,1603-51187,5797,2010,4/1/2010,6/17/2015,2,Y,M,1,1903
-CGB,1603-51187,5797,2010,4/1/2010,6/17/2015,2,Y,M,1,1903
-CGB,1603-51187,5797,2010,4/1/2010,6/17/2015,2,Y,M,1,1903
CBH-,1603-51316,5808,2010,4/1/2010,5/13/2015,3,Y,M,1,1868
CBH-,1603-51316,5808,2010,4/1/2010,5/13/2015,3,Y,M,1,1868
CBH-,1603-51316,5808,2010,4/1/2010,5/13/2015,3,Y,M,1,1868
-CPH,1603-51521,5830,2011,4/22/2011,4/11/2012,3,Y,M,1,355
-CPH,1603-51521,5830,2011,4/22/2011,4/11/2012,3,Y,M,1,355
-CYR,1603-51525,5834,2011,3/14/2011,9/14/2011,3,Y,M,1,184
-CYR,1603-51525,5834,2011,3/14/2011,9/14/2011,3,Y,M,1,184
-CAH,1603-51566,5875,2010,4/28/2010,6/17/2015,2,Y,M,1,1876
-CBW,1603-51570,5879,2010,3/30/2010,10/13/2010,2,Y,M,1,197
-CBW,1603-51570,5879,2010,3/30/2010,10/13/2010,2,Y,M,1,197
-CRB,1603-51575,5884,2010,4/19/2010,5/19/2010,2,Y,M,1,30
-CGY,1603-51588,5897,2010,4/11/2010,12/12/2012,2,Y,M,1,976
-COG,1603-51705,5914,2010,4/27/2010,3/16/2011,2,Y,M,1,323
-CBY,1603-51709,5918,2010,4/26/2010,6/17/2015,2,Y,M,1,1878
-CBY,1603-51709,5918,2010,4/26/2010,6/17/2015,2,Y,M,1,1878
-CBY,1603-51709,5918,2010,4/26/2010,6/17/2015,2,Y,M,1,1878
-CBY,1603-51709,5918,2010,4/26/2010,6/17/2015,2,Y,M,1,1878
-CBA,1603-51721,5930,2010,4/23/2010,6/17/2015,2,Y,M,1,1881
-CBA,1603-51721,5930,2010,4/23/2010,6/17/2015,2,Y,M,1,1881
-CBA,1603-51721,5930,2010,4/23/2010,6/17/2015,2,Y,M,1,1881
-CBA,1603-51721,5930,2010,4/23/2010,6/17/2015,2,Y,M,1,1881
W-NR,1603-51726,5935,2010,3/20/2010,6/17/2015,4,N,M,1,1915
W-NR,1603-51726,5935,2010,3/20/2010,6/17/2015,4,N,M,1,1915
R-NA,1603-51728,5937,2008,3/13/2008,7/21/2014,2,N,M,1,2321
R-NA,1603-51728,5937,2008,3/13/2008,7/21/2014,2,N,M,1,2321
R-NA,1603-51728,5937,2008,3/13/2008,7/21/2014,2,N,M,1,2321
H-CHR,1603-51754,5963,2011,4/2/2011,6/17/2015,3,Y,M,1,1537
H-CHR,1603-51754,5963,2011,4/2/2011,6/17/2015,3,Y,M,1,1537
H-CWG,1603-51773,5982,2010,4/14/2010,3/11/2015,2,Y,M,1,1792
H-CWG,1603-51773,5982,2010,4/14/2010,3/11/2015,2,Y,M,1,1792
H-CWG,1603-51773,5982,2010,4/14/2010,3/11/2015,2,Y,M,1,1792
H-CGB,1603-51794,6003,2011,3/20/2011,1/18/2012,3,Y,M,1,304
H-CGB,1603-51794,6003,2011,3/20/2011,1/18/2012,3,Y,M,1,304
W-NH,1603-51808,6017,2008,4/12/2008,2/18/2010,1,N,M,1,677
