ID,Band,AcID,FirstYr,FirstDateBred,LastObsDate,AgeFirstBreed,AgeKnown,Sex,SexInd,Days
H-FCP,1603-17410,5620,2012,4/6/2012,5/13/2013,6,Y,F,2,402
H-FCP,1603-17410,5620,2012,4/6/2012,5/13/2013,6,Y,F,2,402
H-BCB,1603-17415,5625,2010,4/7/2010,9/18/2013,4,Y,F,2,1260
Y-OQ,1603-17433,5643,2010,3/27/2010,6/17/2015,5,N,F,2,1908
Y-OQ,1603-17433,5643,2010,3/27/2010,6/17/2015,5,N,F,2,1908
-FCG,1603-17438,5648,2008,3/17/2008,10/14/2009,2,Y,F,2,576
-FCG,1603-17438,5648,2008,3/17/2008,10/14/2009,2,Y,F,2,576
H-HCL,1603-17449,5659,2008,3/24/2008,6/17/2015,2,Y,F,2,2641
H-HCL,1603-17449,5659,2008,3/24/2008,6/17/2015,2,Y,F,2,2641
CHW-,1603-17462,5672,2008,4/12/2008,7/11/2008,1,Y,F,2,90
CfHW-,1603-17497,5707,2010,4/7/2010,6/17/2015,3,Y,F,2,1897
CRA-,1603-51150,5760,2009,4/1/2009,8/22/2012,2,Y,F,2,1239
CRA-,1603-51150,5760,2009,4/1/2009,8/22/2012,2,Y,F,2,1239
A-AQ,1603-51151,5761,2007,4/3/2007,1/15/2008,2,N,F,2,287
A-AQ,1603-51151,5761,2007,4/3/2007,1/15/2008,2,N,F,2,287
W-NG,1603-51152,5762,2008,3/12/2008,10/13/2010,2,N,F,2,945
Y-NO,1603-51154,5764,2008,3/31/2008,12/15/2014,2,N,F,2,2450
O-NB,1603-51155,5765,2005,3/29/2005,12/14/2011,2,N,F,2,2451
O-NB,1603-51155,5765,2005,3/29/2005,12/14/2011,2,N,F,2,2451
O-NB,1603-51155,5765,2005,3/29/2005,12/14/2011,2,N,F,2,2451
CWR-,1603-51161,5771,2010,3/18/2010,4/16/2013,3,Y,F,2,1125
CWR-,1603-51161,5771,2010,3/18/2010,4/16/2013,3,Y,F,2,1125
CWR-,1603-51161,5771,2010,3/18/2010,4/16/2013,3,Y,F,2,1125
CWR-,1603-51161,5771,2010,3/18/2010,4/16/2013,3,Y,F,2,1125
-CWA,1603-51195,5801,2010,4/1/2010,7/18/2012,2,Y,F,2,839
-CWA,1603-51195,5801,2010,4/1/2010,7/18/2012,2,Y,F,2,839
-CGL,1603-51196,5802,2010,3/29/2010,4/16/2013,2,Y,F,2,1114
H-NH,1603-51315,5807,2008,3/31/2008,1/20/2010,2,N,F,2,660
G-NP,1603-51317,5809,2008,3/22/2008,7/11/2008,2,N,F,2,111
G-NP,1603-51317,5809,2008,3/22/2008,7/11/2008,2,N,F,2,111
-CPP,1603-51518,5827,2010,4/6/2010,6/17/2015,2,Y,F,2,1898
-CPP,1603-51518,5827,2010,4/6/2010,6/17/2015,2,Y,F,2,1898
-CLH,1603-51550,5859,2010,4/4/2010,8/16/2010,2,Y,F,2,134
-CLH,1603-51550,5859,2010,4/4/2010,8/16/2010,2,Y,F,2,134
-CLH,1603-51550,5859,2010,4/4/2010,8/16/2010,2,Y,F,2,134
-CBR,1603-51571,5880,2010,4/1/2010,6/17/2015,2,Y,F,2,1903
-CBR,1603-51571,5880,2010,4/1/2010,6/17/2015,2,Y,F,2,1903
-CAG,1603-51717,5926,2011,3/20/2011,6/17/2015,3,Y,F,2,1550
-CAG,1603-51717,5926,2011,3/20/2011,6/17/2015,3,Y,F,2,1550
-CBP,1603-51720,5929,2010,4/26/2010,6/17/2015,2,Y,F,2,1878
-CBP,1603-51720,5929,2010,4/26/2010,6/17/2015,2,Y,F,2,1878
-CBP,1603-51720,5929,2010,4/26/2010,6/17/2015,2,Y,F,2,1878
-CBP,1603-51720,5929,2010,4/26/2010,6/17/2015,2,Y,F,2,1878
B-NG,1603-51727,5936,2008,3/30/2008,4/11/2012,2,N,F,2,1473
W-NP,1603-51729,5938,2008,3/13/2008,7/11/2008,2,N,F,2,120
W-NP,1603-51729,5938,2008,3/13/2008,7/11/2008,2,N,F,2,120
W-NP,1603-51729,5938,2008,3/13/2008,7/11/2008,2,N,F,2,120
W-NY,1603-51739,5948,2008,3/25/2008,10/14/2009,2,N,F,2,568
R-NR,1603-51751,5960,2008,3/16/2008,12/12/2012,2,N,F,2,1732
R-NR,1603-51751,5960,2008,3/16/2008,12/12/2012,2,N,F,2,1732
H-CGW,1603-51790,5999,2010,4/28/2010,6/12/2013,2,Y,F,2,1141
R-NG,1603-51809,6018,2008,4/12/2008,6/17/2015,1,N,F,2,2622
W-NB,1603-51810,6019,2010,4/1/2010,6/17/2015,3,N,F,2,1903
W-NB,1603-51810,6019,2010,4/1/2010,6/17/2015,3,N,F,2,1903
W-NB,1603-51810,6019,2010,4/1/2010,6/17/2015,3,N,F,2,1903
H-NL,1603-51813,6022,2009,4/3/2009,4/14/2009,2,N,F,2,11
R-NP,1603-51814,6023,2009,3/31/2009,3/11/2015,2,N,F,2,2171
R-NP,1603-51814,6023,2009,3/31/2009,3/11/2015,2,N,F,2,2171
ZO-KF,963-80576,6059,1996,5/1/1996,7/10/1997,2,Y,F,2,435
U-ZBR,1173-04940,6060,2000,4/10/2000,3/13/2001,2,Y,F,2,337
UG-MB,1573-65033,6061,2005,4/4/2005,6/11/2014,,N,F,2,3355
UG-MB,1573-65033,6061,2005,4/4/2005,6/11/2014,,N,F,2,3355
U-FOC,1513-50882,6062,2002,5/2/2002,2/13/2013,,Y,F,2,3940
UC-WL,1063-43494,6063,2006,4/3/2006,8/10/2006,3,Y,F,2,129
UC-WL,1063-43494,6063,2006,4/3/2006,8/10/2006,3,Y,F,2,129
U-BGC,1513-50689,6064,2004,5/2/2004,9/13/2004,4,Y,F,2,134
U-BGC,1513-50689,6064,2004,5/2/2004,9/13/2004,4,Y,F,2,134
U-BGC,1513-50689,6064,2004,5/2/2004,9/13/2004,4,Y,F,2,134
U-BGC,1513-50689,6064,2004,5/2/2004,9/13/2004,4,Y,F,2,134
U-BGC,1513-50689,6064,2004,5/2/2004,9/13/2004,4,Y,F,2,134
U-BGC,1513-50689,6064,2004,5/2/2004,9/13/2004,4,Y,F,2,134
U-BGC,1513-50689,6064,2004,5/2/2004,9/13/2004,4,Y,F,2,134
OCL-I,1603-16522,6065,2008,3/24/2008,8/18/2008,3,Y,F,2,147
OCL-I,1603-16522,6065,2008,3/24/2008,8/18/2008,3,Y,F,2,147
OCF-I,1603-16526,6066,2008,4/1/2008,8/18/2008,3,Y,F,2,139
OCF-I,1603-16526,6066,2008,4/1/2008,8/18/2008,3,Y,F,2,139
OCF-I,1603-16526,6066,2008,4/1/2008,8/18/2008,3,Y,F,2,139
LCB-I,1603-16512,6067,2008,3/29/2008,7/17/2009,3,Y,F,2,475
LCB-I,1603-16512,6067,2008,3/29/2008,7/17/2009,3,Y,F,2,475
CF-OI,1573-66632,6069,2008,3/21/2008,6/16/2008,4,Y,F,2,87
SWALf,9999-99952,6116,1987,2/1/1987,11/15/1987,2,N,F,2,287
SWALf,9999-99952,6116,1987,2/1/1987,11/15/1987,2,N,F,2,287
POLAf,9999-99947,6121,1984,3/28/1984,9/15/1984,2,N,F,2,171
POLAf,9999-99947,6121,1984,3/28/1984,9/15/1984,2,N,F,2,171
YP-Q,1603-51857,6202,2011,4/1/2011,1/18/2012,2,Y,F,2,292
YP-Q,1603-51857,6202,2011,4/1/2011,1/18/2012,2,Y,F,2,292
OH-Q,1713-13301,6215,2011,4/2/2011,4/16/2013,2,Y,F,2,745
LR-Q,1603-51889,6226,2011,5/13/2011,7/20/2011,2,Y,F,2,68
I-YCO,1603-17143,6288,2010,4/3/2010,11/14/2012,4,Y,F,2,956
I-CWB,1603-51076,6295,2011,3/14/2011,8/12/2013,3,Y,F,2,882
I-CWB,1603-51076,6295,2011,3/14/2011,8/12/2013,3,Y,F,2,882
I-CHY,1603-51602,6296,2010,4/27/2010,6/17/2015,2,Y,F,2,1877
I-CAW,1603-51639,6297,2010,4/28/2010,6/17/2015,2,Y,F,2,1876
I-CAW,1603-51639,6297,2010,4/28/2010,6/17/2015,2,Y,F,2,1876
H-NG,1713-13334,6310,2010,4/2/2010,5/13/2013,2,N,F,2,1137
H-NG,1713-13334,6310,2010,4/2/2010,5/13/2013,2,N,F,2,1137
W-NA,1713-13331,6312,2010,3/29/2010,12/14/2011,,N,F,2,625
GW-Q,1713-13328,6317,2011,3/19/2011,6/17/2015,2,Y,F,2,1551
GW-Q,1713-13328,6317,2011,3/19/2011,6/17/2015,2,Y,F,2,1551
GW-Q,1713-13328,6317,2011,3/19/2011,6/17/2015,2,Y,F,2,1551
R-NO,1713-13335,6318,2010,4/11/2010,1/18/2012,2,N,F,2,647
R-NO,1713-13335,6318,2010,4/11/2010,1/18/2012,2,N,F,2,647
GR-Q,1713-13329,6319,2010,4/23/2010,8/13/2014,1,Y,F,2,1573
GR-Q,1713-13329,6319,2010,4/23/2010,8/13/2014,1,Y,F,2,1573
GR-Q,1713-13329,6319,2010,4/23/2010,8/13/2014,1,Y,F,2,1573
HP-Q,1713-13332,6321,2011,3/21/2011,6/17/2015,2,Y,F,2,1549
HP-Q,1713-13332,6321,2011,3/21/2011,6/17/2015,2,Y,F,2,1549
HP-Q,1713-13332,6321,2011,3/21/2011,6/17/2015,2,Y,F,2,1549
P-NR,1713-13941,6336,2010,4/11/2010,11/14/2012,2,N,F,2,948
IW-MR,1603-51680,6338,2011,3/23/2011,7/18/2012,3,Y,F,2,483
-WRQ,1713-13341,6342,2013,3/28/2013,6/17/2015,3,Y,F,2,811
-YGQ,1713-13367,6368,2011,3/27/2011,7/18/2012,1,Y,F,2,479
-YGQ,1713-13367,6368,2011,3/27/2011,7/18/2012,1,Y,F,2,479
-BGQ,1713-13373,6374,2013,2/26/2013,2/12/2014,3,Y,F,2,351
-BGQ,1713-13373,6374,2013,2/26/2013,2/12/2014,3,Y,F,2,351
-BGQ,1713-13373,6374,2013,2/26/2013,2/12/2014,3,Y,F,2,351
-BGQ,1713-13373,6374,2013,2/26/2013,2/12/2014,3,Y,F,2,351
-PYQ,1713-13382,6383,2014,4/2/2014,6/17/2015,4,Y,F,2,441
-PYQ,1713-13382,6383,2014,4/2/2014,6/17/2015,4,Y,F,2,441
-OOQ,1713-13396,6398,2013,3/16/2013,6/17/2015,3,Y,F,2,823
-OOQ,1713-13396,6398,2013,3/16/2013,6/17/2015,3,Y,F,2,823
-LYQ,1713-13604,6406,2014,3/20/2014,6/17/2015,4,Y,F,2,454
-HWQ,1713-13608,6410,2013,4/1/2013,6/17/2015,3,Y,F,2,807
-HWQ,1713-13608,6410,2013,4/1/2013,6/17/2015,3,Y,F,2,807
-HWQ,1713-13608,6410,2013,4/1/2013,6/17/2015,3,Y,F,2,807
-HRQ,1713-13609,6411,2013,5/3/2013,6/17/2015,3,Y,F,2,775
-HGQ,1713-13610,6412,2013,4/4/2013,6/17/2015,3,Y,F,2,804
-LLQ,1713-13626,6435,2014,3/16/2014,6/17/2015,4,Y,F,2,458
-LLQ,1713-13626,6435,2014,3/16/2014,6/17/2015,4,Y,F,2,458
-ALQ,1713-13653,6455,2012,4/20/2012,4/16/2013,2,Y,F,2,361
-YLQ,1713-13672,6476,2013,4/24/2013,3/11/2015,3,Y,F,2,686
-YLQ,1713-13672,6476,2013,4/24/2013,3/11/2015,3,Y,F,2,686
-OWQ,1713-13673,6477,2011,4/7/2011,8/13/2014,1,Y,F,2,1224
-OWQ,1713-13673,6477,2011,4/7/2011,8/13/2014,1,Y,F,2,1224
-OWQ,1713-13673,6477,2011,4/7/2011,8/13/2014,1,Y,F,2,1224
-OYQ,1713-13676,6480,2013,3/25/2013,10/16/2013,3,Y,F,2,205
-PLQ,1713-13680,6484,2011,4/13/2011,6/17/2015,1,Y,F,2,1526
WG-Q,1713-13691,6496,2011,3/20/2011,5/11/2011,2,N,F,2,52
WG-Q,1713-13691,6496,2011,3/20/2011,5/11/2011,2,N,F,2,52
G-NH,1603-51823,6517,2010,4/23/2010,6/17/2015,3,N,F,2,1881
B-NR,1713-13912,6525,2011,3/20/2011,6/15/2011,,N,F,2,87
-GPQ,1713-13920,6533,2013,3/17/2013,8/13/2014,3,Y,F,2,514
-GPQ,1713-13920,6533,2013,3/17/2013,8/13/2014,3,Y,F,2,514
-GPQ,1713-13920,6533,2013,3/17/2013,8/13/2014,3,Y,F,2,514
-AYQ,1713-13926,6539,2013,3/29/2013,5/13/2015,3,Y,F,2,775
-AYQ,1713-13926,6539,2013,3/29/2013,5/13/2015,3,Y,F,2,775
G-NO,1713-13940,6553,2010,4/14/2010,8/17/2011,,N,F,2,490
P-NP,1713-49247,6560,2011,3/11/2011,6/17/2015,2,Y,F,2,1559
H-NP,1713-13946,6571,2011,3/30/2011,6/17/2015,1,Y,F,2,1540
H-NP,1713-13946,6571,2011,3/30/2011,6/17/2015,1,Y,F,2,1540
-WOQ,1713-13947,6576,2011,4/3/2011,1/18/2012,1,Y,F,2,290
-POQ,1713-13948,6577,2015,5/15/2015,6/17/2015,5,Y,F,2,33
-RPQ,1713-13949,6578,2013,3/25/2013,6/17/2015,3,Y,F,2,814
-RPQ,1713-13949,6578,2013,3/25/2013,6/17/2015,3,Y,F,2,814
-RPQ,1713-13949,6578,2013,3/25/2013,6/17/2015,3,Y,F,2,814
PY-KS,1603-51960,6579,2011,4/2/2011,6/17/2015,2,Y,F,2,1537
PY-KS,1603-51960,6579,2011,4/2/2011,6/17/2015,2,Y,F,2,1537
WRQ-,1713-13952,6587,2013,4/1/2013,6/17/2015,2,Y,F,2,807
WRQ-,1713-13952,6587,2013,4/1/2013,6/17/2015,2,Y,F,2,807
L-NY,1713-49321,6603,2011,5/7/2011,3/13/2013,1,N,F,2,676
L-NY,1713-49321,6603,2011,5/7/2011,3/13/2013,1,N,F,2,676
OWQ-,1713-13981,6617,2013,4/16/2013,3/11/2015,2,Y,F,2,694
OWQ-,1713-13981,6617,2013,4/16/2013,3/11/2015,2,Y,F,2,694
OWQ-,1713-13981,6617,2013,4/16/2013,3/11/2015,2,Y,F,2,694
YYQ-,1713-13994,6630,2013,4/18/2013,6/17/2015,2,Y,F,2,790
GOQ-,1713-13997,6633,2013,4/8/2013,6/17/2015,2,Y,F,2,800
GOQ-,1713-13997,6633,2013,4/8/2013,6/17/2015,2,Y,F,2,800
O-NP,1713-49325,6639,2011,4/14/2011,10/15/2014,1,N,F,2,1280
HRQ-,1713-49026,6664,2013,3/25/2013,6/17/2015,2,Y,F,2,814
OGQ-,1713-49037,6676,2015,4/17/2015,6/17/2015,4,Y,F,2,61
BOQ-,1713-49074,6713,2013,5/2/2013,6/17/2015,2,Y,F,2,776
GLQ-,1713-49075,6714,2013,3/25/2013,6/17/2015,2,Y,F,2,814
GLQ-,1713-49075,6714,2013,3/25/2013,6/17/2015,2,Y,F,2,814
GLQ-,1713-49075,6714,2013,3/25/2013,6/17/2015,2,Y,F,2,814
HPQ-,1713-49085,6724,2013,3/28/2013,5/13/2013,2,Y,F,2,46
HPQ-,1713-49085,6724,2013,3/28/2013,5/13/2013,2,Y,F,2,46
BLQ-,1713-49227,6766,2014,5/13/2014,6/17/2015,3,Y,F,2,400
BLQ-,1713-49227,6766,2014,5/13/2014,6/17/2015,3,Y,F,2,400
LHQ-,1713-49231,6770,2013,4/22/2013,5/13/2015,2,Y,F,2,751
LHQ-,1713-49231,6770,2013,4/22/2013,5/13/2015,2,Y,F,2,751
WBQ-H,1713-49257,6795,2013,3/20/2013,7/21/2014,2,Y,F,2,488
WBQ-H,1713-49257,6795,2013,3/20/2013,7/21/2014,2,Y,F,2,488
WBQ-H,1713-49257,6795,2013,3/20/2013,7/21/2014,2,Y,F,2,488
WBQ-H,1713-49257,6795,2013,3/20/2013,7/21/2014,2,Y,F,2,488
I-LLQ,1713-13297,6798,2012,4/7/2012,3/12/2014,2,Y,F,2,704
I-LLQ,1713-13297,6798,2012,4/7/2012,3/12/2014,2,Y,F,2,704
BRQ-H,1713-49265,6804,2013,4/30/2013,7/17/2013,2,Y,F,2,78
BRQ-H,1713-49265,6804,2013,4/30/2013,7/17/2013,2,Y,F,2,78
RLQ-H,1713-49272,6811,2013,4/30/2013,8/13/2014,2,Y,F,2,470
RLQ-H,1713-49272,6811,2013,4/30/2013,8/13/2014,2,Y,F,2,470
RLQ-H,1713-49272,6811,2013,4/30/2013,8/13/2014,2,Y,F,2,470
GHQ-,1713-49283,6822,2015,3/27/2015,6/17/2015,4,Y,F,2,82
GHQ-,1713-49283,6822,2015,3/27/2015,6/17/2015,4,Y,F,2,82
GHQ-,1713-49283,6822,2015,3/27/2015,6/17/2015,4,Y,F,2,82
POQ-H,1713-49303,6842,2013,4/17/2013,8/12/2013,2,Y,F,2,117
BOQ-H,1713-49307,6846,2013,5/1/2013,6/17/2015,2,Y,F,2,777
B=NH,1713-49322,6849,2012,2/14/2012,9/17/2014,2,N,F,2,946
H-NY,1713-49320,6874,2013,3/27/2013,6/17/2015,3,N,F,2,812
H-NY,1713-49320,6874,2013,3/27/2013,6/17/2015,3,N,F,2,812
H-NY,1713-49320,6874,2013,3/27/2013,6/17/2015,3,N,F,2,812
H-NY,1713-49320,6874,2013,3/27/2013,6/17/2015,3,N,F,2,812
H=NB,1713-49324,6880,2013,3/26/2013,4/16/2013,2,Y,F,2,21
O-NG,1713-49326,6882,2012,4/8/2012,3/13/2013,2,N,F,2,339
O-NG,1713-49326,6882,2012,4/8/2012,3/13/2013,2,N,F,2,339
B-NP,1713-49327,6885,2012,3/26/2012,6/17/2015,,N,F,2,1178
B-NP,1713-49327,6885,2012,3/26/2012,6/17/2015,,N,F,2,1178
H=NP,1713-49328,6891,2013,3/30/2013,6/17/2015,3,N,F,2,809
H=NP,1713-49328,6891,2013,3/30/2013,6/17/2015,3,N,F,2,809
GPQ-I,1713-13795,6892,2013,3/23/2013,6/17/2015,2,Y,F,2,816
GPQ-I,1713-13795,6892,2013,3/23/2013,6/17/2015,2,Y,F,2,816
GQ-G,1713-49353,6915,2015,4/15/2015,6/17/2015,3,Y,F,2,63
GQ-G,1713-49353,6915,2015,4/15/2015,6/17/2015,3,Y,F,2,63
RQ-G,1713-49367,6929,2013,4/9/2013,6/17/2015,1,Y,F,2,799
RQ-G,1713-49367,6929,2013,4/9/2013,6/17/2015,1,Y,F,2,799
A-NO,1713-49701,6958,2013,4/1/2013,6/17/2015,,N,F,2,807
A-NO,1713-49701,6958,2013,4/1/2013,6/17/2015,,N,F,2,807
G-NY,1713-49400,6960,2014,3/24/2014,6/17/2015,,N,F,2,450
P-NL,1713-49703,6961,2013,4/17/2013,9/18/2013,,N,F,2,154
A-NY,1713-89768,6965,2013,5/5/2013,6/17/2015,1,N,F,2,773
R-NY,1713-49702,6967,2014,3/25/2014,6/17/2015,,N,F,2,449
R-NY,1713-49702,6967,2014,3/25/2014,6/17/2015,,N,F,2,449
R-NY,1713-49702,6967,2014,3/25/2014,6/17/2015,,N,F,2,449
O-NO,1573-66091,6969,2013,4/10/2013,6/17/2015,,N,F,2,798
O-NO,1573-66091,6969,2013,4/10/2013,6/17/2015,,N,F,2,798
O-NO,1573-66091,6969,2013,4/10/2013,6/17/2015,,N,F,2,798
H-NO,1713-49704,6970,2014,3/28/2014,6/17/2015,3,N,F,2,446
H-NO,1713-49704,6970,2014,3/28/2014,6/17/2015,3,N,F,2,446
H-NO,1713-49704,6970,2014,3/28/2014,6/17/2015,3,N,F,2,446
B-NY,1573-66077,6972,2013,3/27/2013,6/17/2015,1,N,F,2,812
B-NY,1573-66077,6972,2013,3/27/2013,6/17/2015,1,N,F,2,812
O-QH,1573-66067,6973,2013,4/1/2013,6/17/2015,1,N,F,2,807
O-QH,1573-66067,6973,2013,4/1/2013,6/17/2015,1,N,F,2,807
Q-WL,1713-49718,6986,2015,4/9/2015,6/17/2015,2,Y,F,2,69
Q-WL,1713-49718,6986,2015,4/9/2015,6/17/2015,2,Y,F,2,69
Q-BG,1713-49747,7015,2015,3/30/2015,6/17/2015,2,Y,F,2,79
Q-BG,1713-49747,7015,2015,3/30/2015,6/17/2015,2,Y,F,2,79
I-LHQ,1713-13254,7024,2013,5/6/2013,4/15/2015,2,Y,F,2,709
I-LHQ,1713-13254,7024,2013,5/6/2013,4/15/2015,2,Y,F,2,709
Q-GL,1713-49756,7025,2015,3/23/2015,6/17/2015,2,Y,F,2,86
Q-GL,1713-49756,7025,2015,3/23/2015,6/17/2015,2,Y,F,2,86
Q-GL,1713-49756,7025,2015,3/23/2015,6/17/2015,2,Y,F,2,86
Q-GY,1713-49767,7036,2014,5/2/2014,2/11/2015,1,Y,F,2,285
Q-GY,1713-49767,7036,2014,5/2/2014,2/11/2015,1,Y,F,2,285
Q-GP,1713-49769,7038,2015,4/1/2015,6/17/2015,2,Y,F,2,77
Q-GP,1713-49769,7038,2015,4/1/2015,6/17/2015,2,Y,F,2,77
Q-GP,1713-49769,7038,2015,4/1/2015,6/17/2015,2,Y,F,2,77
Q-YO,1513-50086,7098,2015,3/28/2015,6/17/2015,2,Y,F,2,81
Q-YO,1513-50086,7098,2015,3/28/2015,6/17/2015,2,Y,F,2,81
Q-PP,1513-50082,7101,2015,4/22/2015,5/13/2015,2,Y,F,2,21
Q-OR,1573-66057,7115,2015,4/28/2015,6/17/2015,2,Y,F,2,50
Q-OR,1573-66057,7115,2015,4/28/2015,6/17/2015,2,Y,F,2,50
AOQ-I,1713-49155,7136,2014,3/17/2014,6/17/2015,3,Y,F,2,457
L-NP,1713-89753,7153,2015,4/7/2015,6/17/2015,2,N,F,2,71
L-NP,1713-89753,7153,2015,4/7/2015,6/17/2015,2,N,F,2,71
L-NP,1713-89753,7153,2015,4/7/2015,6/17/2015,2,N,F,2,71
L-NP,1713-89753,7153,2015,4/7/2015,6/17/2015,2,N,F,2,71
O-NR,1573-66090,7156,2015,4/5/2015,6/17/2015,3,N,F,2,73
GQ-H,1713-49522,7157,2015,3/19/2015,6/17/2015,3,Y,F,2,90
B-NA,1713-89759,7258,2015,3/21/2015,6/17/2015,2,N,F,2,88
B-NA,1713-89759,7258,2015,3/21/2015,6/17/2015,2,N,F,2,88
Y-NR,1713-89764,7327,2015,3/23/2015,6/17/2015,2,N,F,2,86
Y-NR,1713-89764,7327,2015,3/23/2015,6/17/2015,2,N,F,2,86
Y-NR,1713-89764,7327,2015,3/23/2015,6/17/2015,2,N,F,2,86
OQ-YI,1713-49505,7328,2015,3/22/2015,6/17/2015,3,N,F,2,87
OQ-YI,1713-49505,7328,2015,3/22/2015,6/17/2015,3,N,F,2,87
OQ-YI,1713-49505,7328,2015,3/22/2015,6/17/2015,3,N,F,2,87
QR-H,1713-89487,7337,2015,4/18/2015,6/17/2015,1,Y,F,2,60
nQ-P,1713-49519,7345,2015,4/7/2015,6/17/2015,3,Y,F,2,71
nQ-P,1713-49519,7345,2015,4/7/2015,6/17/2015,3,Y,F,2,71
nQ-P,1713-49519,7345,2015,4/7/2015,6/17/2015,3,Y,F,2,71
